No.;Time;Comment;Scramble;Date;P.1
47;13.78;;B2 U2 F R2 U2 F' D2 F' U2 R2 U' R' D' B' L R' F' R2 U L R2;N/A;13.78
48;10.77;;R2 F2 U' R2 U2 F2 L2 U' F2 D' F2 B R B2 D' R2 D' F2 L2 F2 L2;N/A;10.77
49;9.24;;R2 B2 U2 B2 D L2 U2 B2 L2 D' F2 B' R2 U L2 R' B' L2 D' F2 U2;N/A;9.24
50;8.77;;U2 F' D2 L2 F U2 B2 L2 U2 F2 L2 R F' R2 B' L' F2 U B' L';N/A;8.77
51;10.64;;F2 D' F2 R2 D F2 U2 R2 U F2 D2 B' L2 D L' U R D' F2 U2;N/A;10.64
52;8.58;;U B L' F L' D B' L F' R B2 R2 F R2 U2 F2 B R2 U2 F;N/A;8.58
53;10.25;;L2 U2 B2 R2 U R2 B2 L2 B2 D' F' L2 R B D' U2 R' F2 U R2;N/A;10.25
54;11.51;;L' R2 U' L2 U' L2 F2 D2 B2 D' L2 R' B2 U L' U' B' U' B';N/A;11.51
55;8.79;;U' L2 F2 R2 B2 D' U' L2 U' R' U L R2 B L' F' U R' F' L;N/A;8.79
56;9.95;;R2 U2 F' U2 B' D2 L2 F' U2 L2 B R D F' U R F' D2 R D F';N/A;9.95
57;10.17;;D2 R U2 F2 R2 F2 L2 U2 L' U B2 F2 U' L F U L R' B;N/A;10.17
58;8.90;;F U2 R2 F2 U2 F' R2 D2 B' R B2 D' L F2 D U' L B' U;N/A;8.90
59;10.98;;B' R' U2 B2 D2 U2 R' F2 R' U2 R2 F' D2 U2 F D' L F2 R' D2;N/A;10.98
60;10.16;;R2 U2 B2 L2 B D2 B F D L2 U2 B U2 L B2 U R F2;N/A;10.16
61;8.67;;D2 B R2 D2 F2 R2 B D2 L2 D2 L2 D' R2 F' R' D B2 L' B F;N/A;8.67
62;9.68;;U L2 D F2 L2 B2 D2 L2 R2 F2 B' R' D' U' L' B2 R2 B' R' F R';N/A;9.68
63;12.85;;L' R2 D' R2 B2 R2 B2 U2 F2 R2 U2 R U2 F' U' B' D2 L F2;N/A;12.85
64;9.47;;L2 B2 R' U2 L R2 B2 L U2 R' B L' R2 D B2 U R' U' L F';N/A;9.47
65;9.80;;U2 L B2 F2 D2 R' F2 D2 R' U2 L B' D U L D' U2 F' L B' F;N/A;9.80
66;9.55;;L B' U2 F' U2 F2 D2 B' U2 B' L2 R D2 F2 R D' U L2 B' U';N/A;9.55
67;9.35;;U B2 L2 U' R2 B' U2 B R L2 D2 F2 L2 U2 B2 L' U2 L U;N/A;9.35
68;9.69;;B2 U B2 U' L2 D R2 U2 B L F R D2 L2 F' L' B' U2;N/A;9.69
69;10.22;;R2 B2 F2 R2 D2 B2 D B2 D' L2 R D2 R' B' R2 F' D F;N/A;10.22
70;7.96;;D2 B' L2 F D2 B' R2 F' L2 R2 F2 L' R' F' L U2 B' D' B' R';N/A;7.96
71;7.24;;D2 B' D2 U2 B' L2 U2 B2 U2 F' D B' D2 B' R2 D' L D2 L' F';N/A;7.24
72;10.15;;D2 F D2 B R2 D2 B D2 B2 F D' L' R B' R' F2 U2 F2 D L2;N/A;10.15
73;10.07;;L' U' R U2 B U F R2 U L' R2 F U2 F' U2 R2 F2 R2 L2;N/A;10.07
74;9.11;;U B' L' U B2 D' L F' B U F2 R2 D2 L2 B2 U2 B' D2 B' R2 B2;N/A;9.11
75;7.60;;D' F2 L2 D B' U2 B' R U2 B2 L2 F R2 F D2 L2 B' U2 B;N/A;7.60
76;8.93;;R D' R2 B2 R2 D2 U' F2 U' B2 R2 B2 R B F' R' B2 R' F U';N/A;8.93
77;7.59;;F L' U' R2 F' R D' L B' U' D2 B U2 R2 D2 F' U2 B L2 B D2;N/A;7.59
78;7.15;;D L2 F U2 F R2 B' U2 F' L2 D2 R' U B' F U' L2 R F' D;N/A;7.15
79;10.64;;L' B' U2 R2 D2 B' U2 B U2 B' U' L R' U F2 R' F2 L' U';N/A;10.64
80;10.60;;U2 D R' L' B' U2 B2 D' R' D2 F R2 B2 D2 B' R2 B2 L2 B L2;N/A;10.60
81;10.37;;B2 D' L2 B2 L2 B2 D2 L2 F2 U F2 R' D B' U' R F2 R D U';N/A;10.37
82;8.61;;F L2 B' L2 D2 B' D2 B2 L2 D' U' B D' R' D' L U2 B' F;N/A;8.61
83;9.86;;D R2 F' L2 F2 L D B R U' F2 U2 F2 R L' B2 R U2 R2 U2;N/A;9.86
84;11.96;;B2 L2 D L2 U F2 D L2 D' B2 D2 F' D2 U F R B' L' U L' D';N/A;11.96
85;13.58;;L R2 D U2 R2 B2 U' B2 D R2 F2 L' B2 L' D F' U' B' U L' U;N/A;13.58
86;10.50;;R' D2 L U2 L' B2 L' F2 R' U2 F2 U B' L U2 L2 D2 F D R2 B;N/A;10.50
87;9.87;;D2 F' R2 B' U2 L2 F R2 B' D2 R2 L D' U' L' D2 F2 L' B F';N/A;9.87
88;9.49;;B2 D L2 F2 D L2 D' R2 B2 U2 L' B U2 B' D R U2 F2 D F';N/A;9.49
89;11.20;;R2 F' L2 R2 B' L2 R2 F2 D2 R2 F' L' F R' D' L B' L D2 L U';N/A;11.20
90;12.36;;L2 D F D B' U2 F' R U' L B2 U2 F2 B' R2 F2 B2 D2 B;N/A;12.36
91;10.50;;F2 U R2 D2 F2 U L2 U' L2 B2 U R' U2 B2 D' L B L U' F2;N/A;10.50
92;11.91;;U R2 B U' D R D B2 D' R2 F' L2 F' U2 F U2 B D2 B2 D2;N/A;11.91
93;9.56;;F R' B2 D' F D2 R U R' L2 B U2 L2 U2 R2 F' U2 F D2 B;N/A;9.56
94;13.00;;D' B2 U' L2 D2 B2 U' F2 R2 F2 U2 R U' B' L B2 F' R U2 R' D;N/A;13.00
95;9.27;;B U' L2 U L2 F2 L2 D' L2 R2 U2 R D R B L' B D' F';N/A;9.27
96;12.30;;D' L2 B2 R2 B2 R2 U R2 F2 D' U2 B F2 R' B' F L' U2 F2 D U;N/A;12.30
97;10.80;;U F B U F' B2 R2 L U' B' U2 D2 L D2 L2 U2 L' B2 R2 L U2;N/A;10.80
98;10.56;;F R' D2 L D2 F2 R' D2 F2 L R B2 F' D' F R F' D R2;N/A;10.56
99;9.80;;D2 F2 L2 F L' U2 D L' U L' U2 F L2 F B2 D2 F L2 D2;N/A;9.80
100;10.56;;F2 D2 B' U2 B R2 F D2 F' D F2 R2 U2 L B2 R' F' D;N/A;10.56
101;8.55;;F2 D2 F2 R2 D2 U2 B' R2 U L' D F' L2 R' D' B L2 F2;N/A;8.55
102;8.14;;B2 R2 F' R L' D' B L U F R2 B2 R2 U2 F' U2 B D2 B2 U2;N/A;8.14
103;8.96;;D2 L2 F2 L2 U2 F2 U B2 F2 L2 F' L2 R F L B L2 D2 L' U;N/A;8.96
104;10.42;;R' B2 L2 U L2 D B2 D' R2 U L2 F2 B D B D F U' L F2;N/A;10.42
105;9.33;;R D2 R B2 L B2 R2 B2 F2 L' D' L B2 F' U L D' L' B2 F2;N/A;9.33
106;8.48;;R' U B2 D2 B2 D' B2 F2 U B2 F2 L D' R' D2 F D2 R2 D';N/A;8.48
107;8.99;;U2 R U2 R' D2 R' U2 R' F2 R' B2 D R D2 B D L' B L2 U;N/A;8.99
108;9.12;;D' R' B2 R' F U' D F B2 D2 R2 D2 R U2 R B2 L2;N/A;9.12
109;9.46;;U2 B' U2 F' D2 B' L2 U2 F L2 U2 L' U' R2 D' U F D' U' L B;N/A;9.46
110;7.05;;B R' U' R2 L' U2 B' U' B' U' D' F2 L2 U F2 B2 U2 D' F2;N/A;7.05
111;9.50;;U R2 L2 D L D' B' R' U' F D R2 L2 U' F2 U' B2 L2 U L2 D;N/A;9.50
112;10.07;;R2 F2 D2 R2 U2 L' U2 F2 U2 L2 B2 D' L' B U' L' D' L' B U2 L';N/A;10.07
113;10.73;;L F2 U2 F2 R2 D F2 U2 F2 U L2 U' R D' F L B D L' U';N/A;10.73
114;9.60;;L U' D F' D R' D2 B' R2 U2 R F2 L D2 L' B2 L F2 R' D;N/A;9.60
115;9.55;;F' L' D2 L F2 L' R F2 U2 B U' L2 F' R' F2 D' B U';N/A;9.55
116;9.76;;R2 B U2 L2 F U2 R2 F U2 F' L' D' F2 U' L B' R F D' L2;N/A;9.76
117;11.22;;B2 L' F' D R2 L' F' R2 U L' U2 B2 U2 B2 L U2 F2 L' D2 R2;N/A;11.22
118;7.62;;U F2 U2 B L D' B' D2 B L2 D' R2 U2 B2 U' L2 F2 R2 U2 B;N/A;7.62
119;7.60;;U' F2 D' L2 U R2 U R2 D' B2 F U' R2 D' U' B' U L' D' U2 R';N/A;7.60
120;9.31;;R D2 L F' R2 B2 L D R' B F2 U' D2 B2 U' F2 B2 L2 F2;N/A;9.31
121;8.80;;L D L2 U R2 D B2 D' B2 L2 D L D2 F2 D2 R' D L F R2;N/A;8.80
122;9.94;;D L2 B2 D L2 U F2 R2 U F2 U' B' D B' F' R' F2 U B' U;N/A;9.94
123;9.05;;U L' B2 R F2 D2 R F2 R U2 B2 L2 F R2 U2 L B' R' D' B;N/A;9.05
124;8.75;;B2 R2 B2 U' B2 D2 B2 R2 D2 L2 U' R D R2 F L2 B2 R B D2;N/A;8.75
125;9.83;;R U2 L F2 L' U2 R U2 B2 R D L2 U L' R2 D2 B R2 F' U';N/A;9.83
126;8.66;;D2 B' L2 B R2 D2 B D2 L2 F' D2 U R2 F2 R2 F R D' B2 R' B;N/A;8.66
127;9.49;;L2 D2 U L2 B2 R2 F2 U R2 D2 U' B L B2 L U F' L' U2;N/A;9.49
128;11.36;;U F2 D2 B2 L2 D2 R2 F2 D R2 L' D F' L2 B D2 L' D2 L2;N/A;11.36
129;10.28;;F2 L' F2 D2 U2 R' B2 D2 R U2 L' B D' U F2 R' D' U' R D' R';N/A;10.28
130;11.25;;R2 B' D2 L2 B F2 L2 B' D2 F' U R U2 F2 R' B' L2 D' L' R;N/A;11.25
131;9.40;;L F' D2 U2 B' L2 B' U2 B' F U2 R F D L' U2 F D2 U L;N/A;9.40
132;9.77;;F D2 F2 L2 U2 L2 R2 F U2 R2 F' L U' L' B L2 B' D' F2 L' B;N/A;9.77
133;8.57;;U L2 F2 L2 D2 L B2 F2 D2 R2 F2 B D' B' L' F2 D L D';N/A;8.57
134;9.35;;R U2 R2 B' U2 B L2 B2 U2 L2 U' R D L2 R2 D F L2 U;N/A;9.35
135;9.12;;D F2 L2 D' L2 U R2 U2 B2 F' D' B' D U L' R F' L' B2;N/A;9.12
136;8.92;;B' D R2 F R2 L2 U' B' R' B2 R2 B2 R2 F' D2 B' R2 F' R2 F2;N/A;8.92
137;11.27;;L' U' B' D' F U L' B' R F D2 F D2 F2 B' L2 F' D2 F D;N/A;11.27
138;7.71;;D U2 L' B2 F2 D2 B2 L' F2 L2 F2 U' L D B2 R U' B' L2;N/A;7.71
139;9.07;;D2 R2 D2 F' L2 F2 L2 D2 B' L2 R2 U' L D' B' F' U2 L D L' R';N/A;9.07
140;9.48;;D2 B2 D2 L' D2 U2 L' U2 L2 F2 R2 B' U F' L' F' U2 L2 U2 R;N/A;9.48
141;11.12;;L2 F2 D' U B2 D' L2 U L2 U F2 R D2 F' L' R2 F U' F' U2 F2;N/A;11.12
142;9.65;;L2 F L2 F' L2 D2 L2 B L2 B2 L U L2 B' F L B F' L2 F';N/A;9.65
143;9.92;;B2 D2 F2 R2 B' D2 U2 F D2 U2 B' D' B2 F' D R' U2 L B' L' D2;N/A;9.92
144;12.61;;B2 L2 D2 L2 D2 F2 R2 F2 R D2 R' D R U' B' L F' L R D' F';N/A;12.61
145;9.13;;D' F' R2 F L2 F' D2 U2 B2 L2 R' D' L U F L U' B U;N/A;9.13
146;10.56;;R L2 D2 F R2 F' L2 B' R2 D2 B' F' R D U F' L2 R' U B' R2;N/A;10.56
147;8.67;;F' U2 F R2 D2 B2 R2 B' D2 B2 D B2 U' R D2 B' U L B L';N/A;8.67
148;10.24;;U2 F2 L2 U2 R2 F' D2 B F2 R B D F' D' U2 R2 D2 R2;N/A;10.24
149;9.73;;D2 U2 B F2 L2 B' D2 F' L2 U2 F' R D2 F U R2 B2 F D' R';N/A;9.73
150;11.89;;F2 U B' D L U D2 R' U2 R2 U2 D2 R2 B' R2 B2 L2 B L2;N/A;11.89
151;10.52;;R2 L2 F R2 B R F2 B' U' F R2 L2 D2 R2 L2 F' R2 F' D2;N/A;10.52
152;9.07;;B R2 U' B2 D' F2 R2 U' F2 L2 U R2 L' D L' U' F U B D' F';N/A;9.07
153;10.34;;F' D R2 L' F' D2 L' D R' U' B D2 F2 B L2 U2 R2 U2 B';N/A;10.34
154;10.66;;U2 R2 F' D2 F' U2 F2 L2 B2 L2 D B F L R D' B' F' D2;N/A;10.66
155;11.88;;F' L2 B2 R2 D U2 L2 D2 R2 F2 L' B' F R' F2 R U2 L' F;N/A;11.88
156;11.15;;D2 B2 U2 B F' D2 R2 D2 F' R2 F2 D U2 B L U B' U2 F' R B2;N/A;11.15
157;9.56;;U R L' F' B' R' D' F' B U' F2 U' R2 L2 F2 D' B2 D' B2 D2 F';N/A;9.56
158;8.91;;B2 L F2 L D2 F2 D2 R2 D2 R B D F2 R' F2 U2 B' U' F R;N/A;8.91
159;10.32;;D2 F' D2 B' F' R2 U2 B2 D2 B' L2 U R B L2 R D2 B2 R' D R2;N/A;10.32
160;10.03;;R2 B' F2 U2 R2 D2 U2 B' R2 B' F' U' F U' F L' F' U R D R2;N/A;10.03
161;10.27;;D2 L2 B L2 U2 B' D2 B2 R2 D2 R2 D' F U2 B U L2 D2 L B2 D';N/A;10.27
162;7.46;;D' F2 U2 L' B U R F' R F2 D2 B U2 R2 F D2 L2 F' B' L2;N/A;7.46
163;8.39;;B2 D2 F U2 B' D2 U2 B D2 L2 B' R D U2 F U R' B F' D;N/A;8.39
164;8.29;;U B2 L2 B2 U B2 R2 D2 U' R2 U2 L' B' R' F' U' R F2 D' F;N/A;8.29
165;11.47;;B U2 R2 U2 B' F2 L2 D2 B U2 L B' L2 U F R' D' L2 B' L;N/A;11.47
166;11.25;;B2 R' U2 R D2 L' D2 R F2 D2 U R F U' B' L2 R U F2 R2;N/A;11.25
167;10.56;;U2 B' D F R' U F L2 D' F2 R2 U R2 U2 R2 U2 F2 U R';N/A;10.56
168;9.52;;F' B2 D2 R2 U B2 D B2 R2 U L2 D2 L' R2 D2 F' L D2 F D2 U;N/A;9.52
169;10.55;;L' U R D F R F' B L' R2 U2 B2 D2 F2 B2 D' F2 U2 B2 R;N/A;10.55
170;9.07;;F2 L2 D' F2 U L2 B2 U2 R B R B' L' R U' R U2 B';N/A;9.07
171;10.76;;D' B' R U' B' R2 B2 D' F' R2 D F2 D' L2 U' D2 L2 D' L2 B2;N/A;10.76
172;10.05;;U2 D2 R' U L2 F' R' U' L2 D2 R2 D2 F2 R2 F2 B2 R' U2 L2 B';N/A;10.05
173;9.12;;L2 R' U2 F2 R' B2 R' F2 R' F2 R2 F D' B' L D U2 R' U L B2;N/A;9.12
174;14.70;;D2 F R2 B2 U2 F L2 F D2 F R' U B F2 L F2 D L' B2;N/A;14.70
175;9.77;;B' L2 B2 U F' B' L' U2 R' B2 D2 R2 B' R2 L2 D2 B D2 R2 F';N/A;9.77
176;10.98;;L U2 R' D2 L R2 D2 R D2 U2 B2 F' D U' B' R B2 D' L U2 F';N/A;10.98
177;9.37;;D' B2 U2 L2 D2 R2 F2 U' F2 L2 B D' U2 R' F2 U R B' R D2;N/A;9.37
178;10.95;;R L F2 B L U' R' U F D2 L2 D2 B2 R2 F2 U R2 U2 D;N/A;10.95
179;12.96;;R U' L2 D F2 U B2 R2 D U' R' F' D' L' F2 L' B2 R2 U;N/A;12.96
180;11.11;;D2 B2 L2 U2 F2 L' F2 L2 F2 R' F2 D B L2 R U2 F' R B F';N/A;11.11
181;13.55;;L' R2 D2 F2 R2 F' R2 B' R2 D2 U2 F' D L2 D' F L' R F' L2;N/A;13.55
182;12.23;;F2 R2 F2 U2 L2 D U2 R2 U F2 D' L' F' L' F R F' D B2 D2 R2;N/A;12.23
183;10.82;;F2 D' R2 D2 L2 U2 F2 U' B2 F2 R' F2 R B' R2 F R B' U2;N/A;10.82
184;11.55;;U2 F D2 B' F' D2 R2 D2 R2 F D R' F2 R B D' R' F2 U F;N/A;11.55
185;10.04;;U L2 B2 D R2 U F2 L2 B2 U L2 B' U2 L D R2 F2 R B2 U' B2;N/A;10.04
186;11.45;;D R2 D' L2 R2 B2 R2 U' F2 U2 R2 L' F' U' B' U2 R F' L2 D' F;N/A;11.45
187;10.92;;L2 D2 R2 D L2 U L2 B2 U R2 U2 L B' D' F R B' U2 B R2 B;N/A;10.92
188;11.39;;L2 D2 L2 F L' B' U' B D R F' B2 L2 D2 F L2 U2 R2 B2;N/A;11.39
189;7.11;;L' D2 U2 R' U2 L2 R' B2 D2 L2 D2 F' R B U L D B' U' B2 R';N/A;7.11
190;10.32;;L B D2 F U2 B' D2 B2 R2 D2 F D F U2 L' F' U F U;N/A;10.32
191;10.71;;U' L2 D2 F U2 B L2 R2 B2 D2 F R D' B2 U2 R' U2 F' U2 B;N/A;10.71
192;10.35;;D L2 U2 B2 F2 U F2 R2 D F L' R' B D2 R2 U2 R2 D' F;N/A;10.35
193;10.16;;L' B R D' F R2 D B R' L2 U F2 D' B2 R2 B2 D B2 U R;N/A;10.16
194;9.50;;R2 D L2 R2 B2 D B2 L2 U' B2 L2 R' B' D F R' F L' F L' F2;N/A;9.50
195;8.53;;L' U' F2 R D2 R B' L' U R L2 U2 D2 L' B2 R' U2 D2 R;N/A;8.53
196;12.66;;F2 L2 U F2 D2 U2 R2 D F2 L' F R U2 L2 D B' R2 B' D2;N/A;12.66
197;10.87;;B2 R' F2 R B2 D2 L' R2 D2 L B L' U F2 L' D B F R' B';N/A;10.87
198;9.97;;D F L F2 L' D' R' L' F' U R2 D' F2 D2 F2 U B';N/A;9.97
199;10.61;;B2 R' D2 U2 B2 D2 L' B2 R2 B R' U L' B' D' F D' F2 R2;N/A;10.61
200;9.47;;B2 U' F2 D B2 R2 D U' L B U2 F2 D' B2 U' L' F L;N/A;9.47
201;10.70;;U' B' U' F L U2 B U R2 B2 D' B2 U2 D F2 R2 L2 B2;N/A;10.70
202;11.41;;R2 U' F2 U L2 R2 U2 R2 U2 B2 L R' F' R F2 R2 F' D2 L2;N/A;11.41
203;11.37;;U2 B2 F2 L' U2 L F2 L D2 L2 F2 B' R' F U R2 U R' U' B2;N/A;11.37
204;10.19;;F B D L' U2 R2 L2 F L2 B2 R2 B2 L' U2 R B2 R U2 D;N/A;10.19
205;7.38;;B' U' R' B2 L' D2 F L' F2 D2 L2 D R2 U B2 U' R2 F';N/A;7.38
206;13.83;;L2 U2 R2 B R2 F L2 B2 L2 U2 B' D' L B U L2 R' F2 U' B' L';N/A;13.83
207;11.49;;B2 L' B2 R F' U2 D B R U' F2 D' F2 U' L2 F2 B2 D' B2 D';N/A;11.49
208;9.20;;B2 L2 F' U' B2 D L2 F' D2 F2 R D2 R' B2 R' U2 D2 R2 U2 B';N/A;9.20
209;9.41;;L2 F2 L2 U2 F2 R2 D B2 U L F R2 F U2 R' B F' D R2;N/A;9.41
210;10.60;;D R' B U B2 R2 U' D2 F D2 F2 D2 B2 L2 U' R2 B2 D L2 B';N/A;10.60
211;12.59;;R U' L B D2 L B U' R' D2 R2 U2 D2 F' R2 B2 R2 B U2 B;N/A;12.59
212;11.62;;D' L2 B' U' B U2 R' F B2 R2 D2 F2 D2 B' R2 D2 F' R2 U;N/A;11.62
213;11.14;;U R2 D2 B U2 R2 F' D2 B2 R2 F L' U' B' F U' B' F' D' B';N/A;11.14
214;10.77;;L B D2 B L2 U2 F' D2 B D2 L' U' B' D' F' U2 B2 L2 B;N/A;10.77
215;11.16;;U' R2 D L2 U2 B2 R2 U' F2 U R2 F' D' L2 B' L' U2 L2 R' B L';N/A;11.16
216;9.30;;R2 F2 D2 R2 U' L2 R2 B2 L2 U2 L' B2 U' R F' D' R2 F D U';N/A;9.30
217;12.12;;U2 L2 F2 R F2 U2 R' U2 R2 B2 D' F' L2 U2 B' L B' D U2 B';N/A;12.12
218;10.65;;L U F2 U2 B2 D' F2 D' F2 D2 R' U' F' U2 B' D2 R2 F D2;N/A;10.65
219;10.37;;U B2 R2 L' U F2 D2 B' D' B2 L2 D2 F' U2 B' L2 B D2 L2 F R';N/A;10.37
220;8.62;;B R2 D2 B R2 D2 R2 F L2 F2 R' B U' B' F2 D' B2 L2 F2 R;N/A;8.62
221;8.88;;L' F2 L U2 B2 R U2 R2 B2 U2 F2 U F L B2 L B L R' U2;N/A;8.88
222;9.86;;B R' F D R L F L' F2 D' B2 D2 B2 L2 D2 R U2 L B2 L2;N/A;9.86
223;11.02;;U' D F2 R2 U B D' B L' F2 D' L2 B2 U' R2 B2 D' L2 D;N/A;11.02
224;7.53;;D' B U R2 U' B R2 F' R U R2 U2 R2 L2 D' L2 U2 R2 D F2 L;N/A;7.53
225;10.06;;R2 F2 L2 D2 R2 D2 F L2 R F' L' B D U R B2 U' R2 D;N/A;10.06
226;10.34;;R2 F' U2 F' D2 B2 D2 L2 B' F' U' B U B R' U L B D L';N/A;10.34
227;9.35;;B2 U2 R B2 F2 L' U2 L' R2 B2 R2 B L R F2 D L' U F' D2;N/A;9.35
228;10.24;;R2 B2 U' B2 D' B2 U' L2 D R2 B' R2 F U F' R' F2 R B' F';N/A;10.24
229;9.72;;F R' F' B2 R' F2 R' D L R2 F D2 F D2 B' R2 F R2 U2 B2;N/A;9.72
230;10.89;;U' R' B U' L' B' R' L F B2 L' F2 R' B2 R' F2 R2 U2 B2;N/A;10.89
231;9.72;;R F' U' D' L' D2 F D L2 D R2 U2 B2 L2 D2 R2 B' D2 R2 B L2;N/A;9.72
232;9.05;;B2 R D2 L U2 B2 D2 L2 R' B2 L' B D B2 L2 R2 D L' U2;N/A;9.05
233;10.54;;D2 U2 R' U2 B2 L2 R D2 F2 L2 D' F2 L B' R F2 L2 B' D2 F;N/A;10.54
234;11.92;;U' L2 U F2 L2 F2 L2 D B2 R' F D' B2 U' B' L2 D' F2 L;N/A;11.92
235;10.65;;D R' B' R' D' L' F' D' U2 L' F2 R D2 R2 L' B2 U2 R2 F2 B';N/A;10.65
