No.;Time;Comment;Scramble;Date;P.1
638;9.90;;D' F2 L2 D B2 D2 B2 F2 U' R2 F L D2 U' R' U' B U2 F' U2;N/A;9.90
639;9.21;;B R2 D' R2 D2 L2 B2 R2 D' L2 D B' L' B F L' R2 D L2 D2;N/A;9.21
640;9.21;;R2 F' D2 F' D2 L2 R2 F' D2 F U2 R' B2 U' L' F' D F2 D B' F2;N/A;9.21
641;9.50;;D L' B' R2 U' F2 L' D' B R2 B R2 L2 D2 B D2 F R2 B2 L;N/A;9.50
642;11.14;;R' L' U L F' B' U' D' B' U2 B2 U B2 U F2 D B2 U' B2 U2;N/A;11.14
643;10.02;;L' F2 R2 F2 U2 F2 U' F2 R2 D2 L2 F D L D' R' F2 R B L';N/A;10.02
644;12.22;;B2 L F2 D2 F2 L R U2 R F2 R D F L' U' B' D' L2 R U R2;N/A;12.22
645;9.82;;R' U' B2 L2 B2 U2 F2 U' L2 U' R2 B U' B' D2 F' U2 L U' F;N/A;9.82
646;12.16;;F2 U' L2 U R2 B2 D U' L' R' F' R2 U' R2 F2 D R' B;N/A;12.16
647;11.94;;B2 D B2 R U B' D' R U L2 F2 R2 L2 U L2 U2 F2 U' D2 F';N/A;11.94
648;11.58;;U' F2 R2 U L2 D' F2 D F2 R2 D B L2 R' F D' B U' F2 L2 D;N/A;11.58
649;10.18;;B2 L U2 R' D2 R2 B2 R' D2 L' F2 D F2 R U2 R2 D U B' L;N/A;10.18
650;9.63;;B2 R D2 R U2 L2 B2 L' F2 U R' F' U2 B' L U' R' U2 F2;N/A;9.63
651;11.24;;D2 L2 U R2 U R2 F2 U2 B2 F2 R2 F R' B2 R2 F' L' B2 F L2 U2;N/A;11.24
652;10.63;;R F L F B' R2 F L' U' B2 U2 F' R2 F R2 F' U2 L2;N/A;10.63
653;13.02;;R L2 B D' F' L' U2 D B' R2 F2 U2 B2 U2 R2 F2 L2 D B2 L2;N/A;13.02
654;10.16;;F2 U' B2 L2 D' L2 B2 L2 U' B2 D B R F2 D2 R' D' R2 F2 D R';N/A;10.16
655;7.78;;F2 D L2 R2 D2 L2 F2 D' L2 R2 F2 R U2 F D F' L2 D2 B2 R F';N/A;7.78
656;9.03;;F D2 L2 F' L2 R2 D2 B2 R2 B' U2 R' U' R2 D' R2 B2 F2 R' F' U';N/A;9.03
657;11.35;;B F2 R' D2 R' U2 F2 R F2 R' U2 B' D2 F' D L R2 D U2;N/A;11.35
658;10.78;;F2 B R U L2 D B2 D2 L D2 F B2 R2 L2 D2 B D2 R2 B U2;N/A;10.78
659;10.76;;L2 D R' U2 R F' U' R' D L F2 B' R2 U2 B2 R2 F' R2 D2 F' D2;N/A;10.76
660;10.47;;R2 D2 R D2 L' F2 L2 R U2 F2 U2 D' F' U F2 D L' D U R2;N/A;10.47
661;14.74;;B2 F' D2 B' R2 B U2 L2 D2 F L' D' F D2 L R2 B' D2 L' R';N/A;14.74
662;10.29;;R D2 R F2 L B2 U2 R B2 U R F2 R2 D' R2 U L U';N/A;10.29
663;10.63;;U2 L F D R' D' B2 L' U F' B2 U2 D L2 U F2 D F2 D' R2 U';N/A;10.63
664;9.38;;U B2 L' B2 L2 F2 U2 R B2 L' D B' R2 F' U L' B U2 R;N/A;9.38
665;11.86;;F2 L2 B' R2 B U2 F' U2 F L2 R2 D' L' D2 L2 U' F D U R B;N/A;11.86
666;10.61;;L2 B' D2 L2 F' L2 R2 F' D2 B R B2 F2 R2 B D' L' U F U2;N/A;10.61
667;9.86;;L2 D' B2 U' F2 L2 R2 D2 R2 D F' U' F2 L2 D' L' B R2 D2;N/A;9.86
668;10.35;;F' B U' L' F R L F2 L B' R2 F2 L2 U B2 D2 F2 B2 R2 U';N/A;10.35
669;11.37;;D' F2 L2 F2 U2 F2 U R2 U2 L2 U' F L B R B2 D' U' B R2;N/A;11.37
670;8.81;;U L2 F U2 R' L U F2 U' F' B2 U B2 D F2 D' L2 U R2 U';N/A;8.81
671;9.91;;R' F' U R D2 B U2 F2 R' D' L2 B2 D2 R2 L2 F2 U' L2 B2;N/A;9.91
672;9.86;;L2 B R2 D2 R2 B F2 L2 F' U2 L2 R' B' D' L' U F' L2 B L' B2;N/A;9.86
673;9.89;;L B2 D2 R2 F U2 F2 R2 U2 F2 L2 U' B' L' F2 D L2 R B2 U2;N/A;9.89
674;8.84;;U D' F R' D R2 D' B D L' F D2 R2 F B D2 L2 B' L2 F2;N/A;8.84
675;9.60;;R2 F' D R' B R' L' F2 D' L B2 R2 U2 F U2 B2 D2 R2 B;N/A;9.60
676;10.84;;D F2 L2 D B2 R2 D U L2 D' F R' D2 B U' R' F L R2 D' R2;N/A;10.84
677;10.21;;L B2 L' R' D2 B2 L R2 D2 F L U L' U' B D' F' U' R;N/A;10.21
678;11.06;;U' L2 D2 F' U2 B2 U2 L2 D2 R' B L D R2 D L F' R;N/A;11.06
679;8.92;;D2 F' U' D F R2 F R' L2 F2 L2 B' R2 L2 D2 L2 F D2 B';N/A;8.92
680;10.37;;D2 F' U' F' R B D2 R2 B U R2 U' B2 D F2 L2 F2 U2 B2;N/A;10.37
681;9.20;;B2 D' L2 D' U2 B2 U2 F' U2 R U' B2 L' D L' F R';N/A;9.20
682;13.80;;L2 D2 F2 R B2 R D2 B2 L' D2 U2 B' U B2 D F' L R U B U;N/A;13.80
683;9.80;;F2 U F2 D' L' D F' B R D2 R2 D2 R2 U B2 R2 D' F2 B2 L2;N/A;9.80
684;7.19;;F B2 L2 D L2 D U F2 L2 B2 L2 U' R' F R D' L R D2 U';N/A;7.19
685;12.69;;F' L2 F2 U D' B' U' R' B' D R2 F2 R2 D' B2 U' L2 U2 R2 U;N/A;12.69
686;11.09;;F2 D2 B2 D B2 D' R2 D U' L2 F2 R B' R' F2 R' D F2 U' L2;N/A;11.09
687;9.03;;B2 L2 R2 D2 B2 R2 U L2 D2 U' L' F2 R' F R B F' D2 L U;N/A;9.03
688;12.53;;R2 D2 L2 R2 F2 U' L2 B2 D' L2 D L F U' B D' U R' F2 U R2;N/A;12.53
689;9.83;;D' R2 U' R F' D' B' R' F2 U' F L2 U2 F U2 L2 F' L2 B D2 R2;N/A;9.83
690;13.53;;L' F2 L2 D2 B2 U' B2 U R2 U2 F' D' B U F2 U' L2 B2 F;N/A;13.53
691;10.55;;L' B2 L R B2 D2 B2 U2 F2 L' U B U' L D2 B2 L F L';N/A;10.55
692;12.90;;L2 D2 F D2 L2 B U2 R' D' R2 F2 R2 B2 U2 L' B2 R D2 L2 D2;N/A;12.90
693;10.75;;D R2 D' F2 U B2 D U2 B2 L2 F2 L' F' L2 R' B' U F' D U';N/A;10.75
694;11.70;;R2 F2 U' B2 D2 R2 D' F2 D L2 U L D B U' B2 L' F' R2;N/A;11.70
695;11.72;;L2 B2 U' B2 D' F2 D2 R2 B2 R2 U2 R F' R' F D L F2 D' R U2;N/A;11.72
696;10.04;;U' R L2 F2 R U' B L F R F2 U2 F R2 F B2 R2 U2 R2 B R2;N/A;10.04
697;7.67;;D2 R2 U2 F' L2 F R2 F' R2 F2 D R2 U' B2 L F' R' F2 D R2;N/A;7.67
698;14.20;;B D' R2 U' R2 D' L2 F2 R2 B2 R' U' F' U2 R' U' F R U';N/A;14.20
699;8.83;;D' U2 R2 F2 D2 R' B2 U2 B2 L U2 R' B D' R2 F2 L' F' L2 B2 F';N/A;8.83
700;13.42;;D2 F2 L2 F U2 F D2 F2 L2 R2 D' F D2 L2 D' L' B L2;N/A;13.42
701;9.41;;D2 F2 D F2 U' F2 R2 F2 R2 D2 U' R' D B U B' D' R' B' R2 D';N/A;9.41
702;11.22;;F D2 B2 L2 F2 L' U2 F2 R2 D2 B2 R2 B U F' U R D2 L B L2;N/A;11.22
703;12.15;;L B2 F2 U2 R2 U' L2 D F2 L2 U2 F R B2 L R2 B R' B D';N/A;12.15
704;14.87;;B' L2 U2 B L2 F' L2 F R2 U2 L' U2 B R2 B D' R D F;N/A;14.87
705;10.75;;U2 L2 F2 D2 R2 D R2 B2 U' L2 R F2 D' B U' R F' U2 L' U;N/A;10.75
706;12.38;;U D2 R2 D2 U2 B2 F U2 F2 R2 F U2 D' L2 D2 R' F D2 F' D U';N/A;12.38
707;9.60;;U' B L' F' D' B R2 D' L' F U2 F2 D R2 D2 R2 F2 U' R2;N/A;9.60
708;11.23;;R' B2 R2 U2 L' U2 B2 D2 F2 U2 L2 F L' B' U L R B F L;N/A;11.23
709;12.55;;F' U2 L2 B' U2 R2 F L2 F U2 R D L2 D2 B2 F D L2 D F';N/A;12.55
710;12.92;;F2 R' U' F' U2 D L' B' D' L2 B D2 F' R2 F' D2 F2 L2 D2 B;N/A;12.92
711;10.00;;F2 L U' B' L' U2 R D L U2 F2 L2 B L2 U2 B D2 F B R2;N/A;10.00
712;11.94;;L2 R2 D2 F2 U L2 D2 F2 D F2 D L R2 B D' U L B2 D L D';N/A;11.94
713;10.03;;U' F R2 F' R' B U' D' R' U R2 B D2 R2 F R2 B' L2 F' B2 R2;N/A;10.03
714;10.40;;U2 L D2 F2 R2 F2 L D2 L2 U2 R' U' F D L' D' L2 R2 U' B2 F;N/A;10.40
715;11.08;;B' D F D2 F R' F2 U' F' U2 F' U2 B D2 F L2 D2 L2 U2 D';N/A;11.08
716;9.24;;F' L2 F' U2 F' U2 R2 B' F' R2 L U2 L2 F U L2 B2 U' B F;N/A;9.24
717;10.86;;U' R2 F2 U F2 U' F2 D' B2 L2 D B D' L' U' L D' L2 B D;N/A;10.86
718;10.81;;L F2 R B2 D2 L2 D2 F2 R' D2 R' F D2 B R2 D' U2 R' F2 L';N/A;10.81
719;9.79;;D' F2 L2 U' F2 R2 B2 U' F2 D' R2 L D' U2 B R2 D' U L2 B' F;N/A;9.79
720;8.88;;F' D2 F L2 F R' L D L' D2 F2 B' L2 F' D2 F2 U2 D2 L2 U2;N/A;8.88
721;9.69;;B F2 R2 U2 F U2 L2 U2 B' U2 L2 D' B' L' U B R B2 D';N/A;9.69
722;10.22;;B2 L D2 L' D2 B2 D B' R' B2 L2 D2 F2 B2 L2 D2 L B2 R;N/A;10.22
723;12.57;;F L2 U F2 D2 L2 F2 D R2 F2 U2 B D' R B' L B' R2 B2;N/A;12.57
724;12.35;;U L' B' U2 L D' R F2 U F2 U2 R F2 U2 R' B2 L' D2 R' L';N/A;12.35
725;13.61;;L' B2 F2 D B2 R2 B2 D2 L2 U L2 U2 L' B D F' R' U' F' L' D;N/A;13.61
726;11.32;;U2 F' D2 B L2 D2 B' L2 R2 D2 L2 R F' L U R F' U2 L2 D;N/A;11.32
727;14.77;;L' R' B2 L' U2 L' B2 D2 R D' L2 U' B D' F2 L F' U F;N/A;14.77
728;9.09;;B' F2 D' R2 F2 R2 D U2 L2 U B2 F' R2 B R D B' F2 D';N/A;9.09
729;10.70;;B' D2 F R' D F' L' D F R2 U2 R2 F2 B U2 D2 L2 B;N/A;10.70
730;13.69;;U2 D' F' L F L F' U2 R D' F2 R2 D2 F2 L2 U' R2 U2 R2 B2;N/A;13.69
731;12.23;;L F2 R2 B L2 R2 B R2 B U2 R2 F' L B2 U' F2 U2 R2 B R' D;N/A;12.23
732;10.49;;R2 B2 D' L2 R2 F2 D L2 U F2 U' L F2 R' D' U2 F2 U' F L2 U;N/A;10.49
733;13.96;;U' R2 U2 B2 U L2 R2 U' L2 D R2 L U2 F L' D U2 L' F2 R D2;N/A;13.96
734;11.51;;F2 R2 D L F' D L' F2 U' F2 R2 B' U2 R2 U2 L2 D2 B U2 D2;N/A;11.51
735;7.39;;R2 B' D2 L2 U2 F R2 D2 F' R2 F U' L2 R2 B2 U L R2 B' D' L2;N/A;7.39
736;9.06;;R' D F2 D U2 B2 F2 L2 B2 D2 F' R' B D2 U2 R2 D B' F;N/A;9.06
737;10.50;;F U2 R2 B2 L B2 R B2 L2 D2 R' F U' F2 L' R D L' F' R2;N/A;10.50
738;11.34;;B L2 D2 R2 B U2 B' R2 B F' D U' L' D B2 D2 R2 F U2;N/A;11.34
739;9.35;;F2 U2 R2 B U2 F2 R2 F D2 L2 B' R' F R2 B F2 U R F D B2;N/A;9.35
740;10.63;;U F2 L2 R D2 R U2 R' F2 R D U' L F D U2 R2 D2 F;N/A;10.63
741;11.46;;D2 L' R' D2 R B2 R' B2 F2 U2 F R' B' F' U B2 D' L' F R';N/A;11.46
742;11.14;;L B R L2 B R2 U2 R2 D U2 F D2 L2 D2 R2 F D2 F' U';N/A;11.14
743;10.83;;D' R2 U2 B2 F2 R' B2 R' D2 R' D2 F' U2 B' U' L' D R U2 B';N/A;10.83
744;8.48;;U2 F L2 R2 B2 D2 R2 F' R2 D R' U2 B D2 U' B D' B2 R';N/A;8.48
745;11.70;;D2 U2 L' U2 F2 R' B2 U2 F2 U2 R' F' D R' D F2 D' U2 B2 U' F;N/A;11.70
746;10.70;;U' R2 F2 D L2 F2 L2 B2 R2 D B2 F' R2 U L F2 R2 U2 L' U' F2;N/A;10.70
747;12.88;;B' U' R' D R2 L2 B' U2 L' B' R2 L2 U B2 U2 F2 U' B2 U' L2 U2;N/A;12.88
748;7.91;;F L2 U' R2 U B2 D' U F2 L2 F2 R B2 U' B F L' B' D2 B;N/A;7.91
749;9.62;;B2 D' F2 L2 D2 U' R2 F2 R2 F2 U R' B L' F' R' F' D' B R2;N/A;9.62
750;10.64;;L' B2 D2 U' F2 D2 B2 R2 F2 D' B' U2 F R F' U2 L' F2 D2;N/A;10.64
751;8.96;;D2 L U' R' L2 F' L' F' B2 U2 L B2 D2 L D2 R L2 U2 D2 B;N/A;8.96
752;7.83;;F2 R2 F D2 F L2 F2 U2 F' D2 B' D' L' R2 U' R U' B' F R;N/A;7.83
753;9.73;;L2 U F' R U' F2 B L U F R2 U2 B' D2 F2 B' D2 B2 D2 L2;N/A;9.73
754;8.07;;R F2 R' D2 U2 F2 D2 U2 R D B F' D B' U F2 L2 U2 L;N/A;8.07
755;10.37;;U' B2 L2 U2 L D2 B2 R' D2 L' U2 L' B' U2 R' D' U2 R B' R;N/A;10.37
756;11.11;;L D F2 D2 L2 B D' L2 U F U2 R2 B2 D2 R2 D2 R2 B2 R D2 B2;N/A;11.11
757;10.44;;D2 B2 D L2 D L2 U2 B2 L2 U B' D2 L R' F' L' D U R U' R2;N/A;10.44
758;10.96;;D F2 U L2 U' F2 L2 U' B2 R2 F2 L D U2 F' D U2 B L' R' U2;N/A;10.96
759;10.59;;R' F' U' L' D' F2 U D' L' B' D B2 U' B2 R2 D' R2 L2 U2 B2;N/A;10.59
760;14.27;;R U2 R F2 D2 L' D2 U2 L' U2 F2 U' B U B L2 B2 D2 B L';N/A;14.27
761;11.54;;R2 B' R B2 D2 R2 F2 R F D F2 L2 D F2 U R2 U2 F2 L2 D';N/A;11.54
762;13.95;;D L2 U2 R2 B2 U2 B' R2 F U2 F' L' D B R2 B' F R' U F';N/A;13.95
763;10.62;;U B2 D2 B2 R2 D2 R U2 R2 D2 F2 B D R D2 F R D B' U';N/A;10.62
764;13.34;;B2 R2 B2 U L2 F2 D' L2 D2 R' F2 U L' B' L' D F R' F';N/A;13.34
765;13.60;;L' D' B2 U' L2 D' B2 D R2 F2 L F D' R' D U' L2 U' B;N/A;13.60
766;11.61;;D R2 F' L2 F' D2 R2 F R2 F' L2 D2 R' F' L D' F' L F R';N/A;11.61
767;9.50;;D L2 F2 D L2 U' R2 B2 R2 F2 L' D' L' D2 B L' D B' U';N/A;9.50
768;9.55;;B2 F2 D B2 F2 D F2 D U2 R2 F2 R' B F2 D2 L D2 U' L B' D;N/A;9.55
769;10.48;;U B2 D' L2 U R2 D2 F2 U' F2 U L' F U' B' R2 D B' F D2;N/A;10.48
770;11.59;;F R U' F2 U' D2 L' F R' D2 R' U2 R' B2 L B2 L' U2 D';N/A;11.59
771;11.07;;U' D2 B2 U2 B' R2 U2 L' F R2 F2 L2 D B2 U' L2 D2 L2 B2 D2;N/A;11.07
772;12.83;;R2 D2 R2 U2 F2 L2 D' L2 U F2 U' F D R' U B F2 U2 L U2;N/A;12.83
773;10.60;;U2 F2 R2 F D2 R2 D2 B U2 L F2 R2 D' U' B' L2 R' B2 R';N/A;10.60
774;13.74;;D2 L' F2 L D2 L2 U2 R U2 L' D B U B2 F' D B2 D2 U L2;N/A;13.74
775;12.94;;R L2 D L' F2 U' R' L F R2 F2 L' B2 D2 B2 D2 R2 U2 R D2;N/A;12.94
776;11.78;;R B' U R B D2 B D U2 B2 R' U2 D2 R F2 R' L' D2 U;N/A;11.78
777;10.65;;U' R2 B2 R2 B2 U R2 U2 L2 B2 U' R' U' B' U' L D U' R2;N/A;10.65
778;12.36;;L D F2 D B2 U B2 R2 U2 B2 D2 F' R U B2 D B' D' L' D2;N/A;12.36
779;11.22;;D R2 B2 R2 D' R2 U' B2 D2 R2 U2 R' B' F U' L F' L' D B2 D';N/A;11.22
780;12.05;;L' D2 L2 B' F L2 U2 L2 F' L2 F' D' L D2 U B2 L2 U2 F' R';N/A;12.05
781;11.45;;F D' R2 L2 U' L D L2 B U D F2 D F2 D2 R2 F2 D' F2 U' B;N/A;11.45
782;11.09;;F' L2 F' L2 B2 F' D2 B U2 R2 L B2 R' F2 D' U2 L R2 U' L';N/A;11.09
783;14.61;;U2 B2 R2 U' L2 R2 B2 U' R B U R2 B' D' L2 F' U' B';N/A;14.61
784;14.27;;D2 R2 D2 L2 U2 F' U2 B' F2 L2 U' F' L2 F' R F L R' U';N/A;14.27
785;9.01;;D' F2 B R B2 L F' D' R' F' B R2 F2 U2 D2 L2 D2 L2 F R2 U;N/A;9.01
786;9.43;;L' F2 D' B2 U F2 U2 B2 R2 U2 R U' F' R U F2 D2 F' U';N/A;9.43
787;10.95;;U L2 R2 B' D2 R2 B' F U2 F' U' F2 R' U L' D' B2 U R2;N/A;10.95
788;11.39;;B2 R2 B2 R2 D2 B U2 B L2 F2 R2 D F D' L2 B' F L U';N/A;11.39
789;10.60;;F2 R2 D2 B F' U2 R2 F' L2 B2 U L2 R F' U B2 L' R2 B D2;N/A;10.60
790;11.05;;U' R D2 B2 R' U2 R2 U2 B2 U2 L F2 B' R2 U2 B L' B U L' F';N/A;11.05
791;8.97;;L2 F D2 B2 R2 U2 F' U2 F L2 U2 L' U R2 F' L D' B' R' D' B';N/A;8.97
792;13.52;;L' F2 U L2 U' L2 D' R2 D2 B2 U' F' D L D2 F2 R2 D2;N/A;13.52
793;10.51;;L2 U B2 D' L2 R2 U' B2 D2 B' L B D' F' U2 F2 L2 F2 R';N/A;10.51
794;10.82;;D2 B' F2 D2 L2 D2 U2 F' L2 R' F U L2 R' B F L' B' R';N/A;10.82
795;11.57;;R' D' L2 F2 D' B2 R2 D' B2 R2 D L' D2 F' U2 F' U' L R B2;N/A;11.57
796;10.55;;F2 D2 U2 R2 D2 R U2 F2 L F L B2 U L' U2 B2 D L' B';N/A;10.55
797;8.28;;F L2 F2 U2 L2 F U2 B' L2 R2 F2 U F2 D' F' L B' D2 L2 D' F;N/A;8.28
798;10.98;;B F2 D' R2 U' F2 U L2 B2 D L2 D L' B' U2 F2 D F R2 U' R;N/A;10.98
799;13.28;;F' D2 F R' F2 B' U L2 F U2 B2 L' D2 L U2 R' B2 U2 L';N/A;13.28
800;9.44;;L2 F2 L' U2 R2 U2 B2 R2 F2 D F' D2 R2 U' B D2 U' R;N/A;9.44
801;11.02;;R' L D2 L2 B R' D L' U2 L2 B2 U2 R2 U F2 U' R2 D2 R;N/A;11.02
802;10.50;;D2 F L2 B' D2 F' R2 D2 F' D2 U' R U L F L2 R' U F;N/A;10.50
803;9.05;;U2 F2 U2 L2 U F2 R2 D L2 F2 U' F' U2 B U R2 U2 R U' F' R';N/A;9.05
804;9.15;;F' D2 R2 B' U2 F' L2 U2 R2 U2 F R' B2 U2 B R' D L2 B' R2 B;N/A;9.15
805;10.98;;B2 R2 B2 U2 R2 U' R2 U' L2 F2 R D' L' B U' L2 F L2 B2 U';N/A;10.98
806;8.32;;F U F2 D' L2 U R2 D2 R2 F D2 L' D' R2 F2 D L F;N/A;8.32
807;12.53;;F' D2 U2 L2 D2 U2 B U2 B2 L2 B D' B' D2 B U F R U2 L' D';N/A;12.53
808;12.04;;B' F2 L2 D2 U2 B2 R D2 U2 B2 L' D' B' F2 R B L2 D2;N/A;12.04
809;10.78;;R' U2 B2 R2 F2 D F2 D2 U R2 U2 L2 F D' U2 R' D2 B2 L' B;N/A;10.78
810;9.26;;L B2 D' L2 D' L2 D' B2 D R2 U' F2 B R' D2 B2 D F L2 U2;N/A;9.26
811;9.79;;F D2 L' D2 R' D2 B2 L' U2 D R2 B2 F' U2 B2 F' L' U;N/A;9.79
812;12.17;;F2 D' F L2 D2 R' U' B L2 F2 U R2 U D B2 D' L2 F2 B;N/A;12.17
813;10.31;;F R2 D2 R2 D2 R2 B2 F R2 U2 B' L U' F L2 F2 L B2 D2 U B;N/A;10.31
814;10.38;;U2 F' U' B' U2 D2 B R' U L' U D R2 U R2 F2 B2 D';N/A;10.38
815;10.84;;D U B2 F2 U F2 U L2 B2 F2 R' D R' F' L2 U B2 U L2;N/A;10.84
816;12.43;;R2 B2 U F2 U L2 D2 L B L' F R2 D2 R' D' F' L2;N/A;12.43
817;13.02;;D2 L2 B' F2 D2 B' R2 B' L2 R2 D2 U' L D' U R' U2 B' R2 U';N/A;13.02
818;9.74;;D L2 U B2 D' R2 F2 D2 B2 U2 F D2 R' U' L D' B' D B2 R2;N/A;9.74
819;11.80;;R D2 B2 D2 R2 D2 R F2 R' D2 R' D R2 U' R2 D B' R' F' U;N/A;11.80
820;10.87;;F2 L2 U L2 R2 F2 D L2 D B2 D2 L D F' D2 R' D L B U2;N/A;10.87
821;10.48;;D' L2 B2 D2 L2 D R2 F2 U B2 U2 F' U' F U' L D L B L';N/A;10.48
822;10.98;;D2 L2 D L2 U' F2 L2 R2 F2 R2 U2 L D2 F2 D R B' R U' R D2;N/A;10.98
823;9.17;;D2 R D2 L' U2 L B2 L' U2 L2 B' L R' D' L D2 L' D' R';N/A;9.17
824;10.52;;U L D2 F2 U2 F2 R' U2 R2 U2 L U2 B' D R2 D F2 U' F' R U;N/A;10.52
825;12.62;;R2 D L2 B2 U' R2 F2 L2 R2 D L2 B' L' D2 R2 F R2 F' D' U2 R;N/A;12.62
826;10.57;;R2 D2 R2 D2 F2 D2 L' B2 F2 R B' F' R' U' L' B2 L' B' D' L';N/A;10.57
827;12.38;;D' U' R2 U' B2 D2 B2 L2 F2 R2 F2 R D' F D' B' U L' D' L2;N/A;12.38
828;11.29;;D L F2 L' B2 L2 F2 U2 L' B2 D2 R2 U L F2 R' D2 B' F' U R;N/A;11.29
829;10.99;;F' U F' D2 B2 L' D' L2 B' U2 D2 L U2 R2 D2 R2 D2 F2 U2;N/A;10.99
830;10.83;;U2 L2 B' R2 F2 L2 R2 B' D2 B R2 D L' D U R2 B L' U B';N/A;10.83
831;14.59;;D F B D' F' L' B D' F R L2 F L2 F D2 B2 L2 B2 R2 B U2;N/A;14.59
832;11.20;;B2 D' F2 D U R2 F2 L2 F2 U2 R' U' R' U' R' F L' U L2 R F';N/A;11.20
833;9.56;;D L2 F' D' R' U R D R' F2 B2 R B2 R2 B2 L' D2 B2 L' D;N/A;9.56
834;15.72;;L D F' U2 D' F' B' D L D F2 U F2 L2 U' B2 R2 L2;N/A;15.72
835;9.78;;D U2 R2 F2 U2 B2 D R2 F2 U2 B2 F L2 U' L F2 U' L' U F2;N/A;9.78
836;11.01;;U B2 U2 F' L2 F' R2 D2 L2 F' D2 U L U2 B L' U R D' F';N/A;11.01
837;7.68;;B2 F2 R2 D' B2 D F2 D2 F2 D R' D' U B' D F U2 L' D U';N/A;7.68
838;13.41;;R' U2 R2 U F2 D L2 U L2 F2 R2 U' F U L B2 R2 B D2 U;N/A;13.41
839;10.06;;R L2 F2 L' F R' D' R B' L' U B2 U' R2 F2 D B2 U' R2 F2 D;N/A;10.06
840;13.19;;B L2 F2 D2 L2 R2 U F2 U B2 U' L' F' D' F' U R2 D2 R' B;N/A;13.19
841;13.53;;R B' F2 R2 D2 U2 F' D2 L2 U2 B2 F' U' R' D' L U L R D2 B;N/A;13.53
842;12.62;;R B2 D2 F D2 L2 U2 B2 D2 F U2 R D' B R2 D R' D' B;N/A;12.62
843;14.72;;U2 F U2 L2 F R2 F D2 L2 D2 F L R' D L2 F' R B' R' D F2;N/A;14.72
844;11.06;;F2 L2 U2 F2 D2 F U2 L2 F L2 F' D' L' F D F D U2 L B U2;N/A;11.06
845;10.10;;R2 F' R2 B U2 B' L2 B U2 F' U2 R F D R' B2 L D' U';N/A;10.10
846;10.69;;L2 D' B2 L2 D B2 F2 U' R2 F2 D' B' L R2 F D' L R F L' F2;N/A;10.69
847;11.62;;L2 U' B2 U' F2 R2 U2 B2 F2 U F' D2 U' F R F U2 B D' R;N/A;11.62
848;9.53;;D2 F2 R U2 L' D2 L' R' U2 R2 D2 F R U R' U2 L' B F L' U;N/A;9.53
849;10.40;;R' F U2 R2 B F R2 U2 F' D2 R2 U' L' B2 D' L F U2 L2 U';N/A;10.40
850;10.98;;B U' F' L F2 B U' F' R' L2 D' B2 U L2 F2 L2 U' D L2;N/A;10.98
851;11.79;;R F2 R U2 R' D2 L B2 L2 D2 R' F' U' B L' R D L' D2 U;N/A;11.79
852;9.61;;F' R2 L' D' B D L2 D' R' U2 D2 R2 D2 L2 B' U2 B' D2 B D2 U;N/A;9.61
853;9.06;;U2 B' D R L F' U F R F2 U2 R2 D F2 D B2 L2 B2 D R2;N/A;9.06
854;10.77;;D' F2 D2 U2 B R2 F D2 B F L2 F' L' U2 B' U' B2 R U B' U2;N/A;10.77
855;9.21;;R U2 L B2 R' B2 D2 U2 L2 R' U2 B' L2 F2 L' D2 R' U F2 U';N/A;9.21
856;9.16;;D2 R' U2 R2 B' U' F R U2 F2 U2 L2 D2 L2 B' L2 F2 U2 F R';N/A;9.16
857;8.49;;B R2 F2 U2 R2 B' D2 F' L2 B' D2 R U' F2 L' F R' B2 D B;N/A;8.49
858;9.01;;F2 D B2 L2 D2 R2 D B2 F' L' D' F2 D' L2 B' D' R';N/A;9.01
859;10.92;;L2 R2 F R2 U2 B U2 F R2 U2 B' L B2 D' R' B L2 F' D U' R;N/A;10.92
860;12.02;;L2 D2 R2 D2 F2 R2 B2 U B2 D R2 F L B L' R2 U' B L' R F';N/A;12.02
861;10.43;;F D L2 B2 R2 F2 D R2 D' L2 U' L' U' F' U' F2 R' U' B' D' F';N/A;10.43
862;12.11;;B L2 F2 R2 D2 B F L2 D2 F R2 L' B' F2 D B' U' B' D R' U;N/A;12.11
863;10.70;;L2 U' F2 U R2 D2 L2 F2 D2 F2 B' L D2 L D R F2 U2 L;N/A;10.70
864;10.80;;L2 F2 R B2 D2 L2 R U2 B2 F2 R B' R' F2 U R' B' L2 D;N/A;10.80
865;10.89;;B' R F2 U' B2 L' U' F' B' U' R2 U' D2 B2 R2 D2 R2 D' L2;N/A;10.89
866;9.51;;D L F2 L2 F2 D2 L U2 B2 D2 F2 U2 B' R' F2 L2 D U B F L;N/A;9.51
867;9.94;;R' D' U' B2 U' B2 R2 D' B2 D2 B2 D' F' U' R' U F R' F R2 B2;N/A;9.94
868;9.31;;R' L2 B2 D F' U' L' F B2 L F2 D' L2 B2 D F2 U F2 L2 U' L2;N/A;9.31
869;12.39;;R2 B' R2 D2 B L2 F D2 B2 F L2 U B F2 U L B2 R' B F2 D';N/A;12.39
870;9.79;;B2 D2 L2 D R2 U' L2 B2 L2 F2 U' B D2 B2 L' D2 L B' F' D' R;N/A;9.79
871;12.22;;F D' R2 B2 F2 U' L2 U2 B2 R2 U' R2 F' R F R' B' R' U' F L;N/A;12.22
872;11.95;;B L2 U2 B2 L D2 R U2 F2 R B2 R B R D2 R F D U B' D2;N/A;11.95
