No.;Time;Comment;Scramble;Date;P.1
48;10.20;;L2 D' B2 R2 D2 U' B2 F2 R2 U2 F2 D' F' R' U2 B2 L' R F2 U;2020-02-07 17:16:58;10.20
49;8.94;;D2 B U2 F' U2 R2 B D2 L2 R2 B2 D2 U' F' L R2 F' U L2 U;2020-02-07 17:17:19;8.94
50;11.37;;F D2 F2 L2 D2 B F2 D2 F' R2 F' D' B F2 L' F R F R B;2020-02-07 17:17:38;11.37
51;9.23;;F L' R2 B R2 B' L2 B' L2 R2 B U2 L2 F2 D' U' R' D' F U R';2020-02-07 17:18:05;9.23
52;8.98;;R2 U2 B2 R' D2 R' B2 U2 B2 L' U' L' D F' L' D2 B2 D' R2;2020-02-07 17:18:59;8.98
53;11.73;;U B2 D' R' L F2 L U2 B' L2 B2 U2 R D2 B2 L' B2 L D2 L2 F2;2020-02-07 17:19:17;11.73
54;9.87;;D2 R2 F' R2 D2 B' U2 B' U2 B' R2 B' U' R D' F2 R B' R' D2 F;2020-02-07 17:19:43;9.87
55;8.35;;U2 B U2 F2 R2 F' D2 U2 R2 U2 F' L2 D' R' B2 D' F L D2 U R2;2020-02-07 17:20:02;8.35
56;10.46;;R F2 U2 D L U' R F B R F2 B2 R2 U2 L' B2 R D2 L' D2 B2;2020-02-07 17:20:21;10.46
57;12.23;;L2 U' F2 U' F2 L2 U2 B2 D B2 D' F' D L2 B2 R D B2 F' L2;2020-02-07 17:20:55;12.23
58;9.03;;D2 F2 R U2 L' R' D2 R' B2 R F2 D2 B U R2 B2 R' U' B' L';2020-02-07 17:21:29;9.03
59;9.16;;D2 L D2 B2 U2 R2 U2 L' F2 L D2 B2 U B2 L2 F' D F2 L D';2020-02-07 17:21:49;9.16
60;8.54;;R2 U R2 L' F R2 U' B R' F2 L D2 R' U2 B2 D2 L2 U2;2020-02-07 17:22:11;8.54
61;11.53;;D R2 U F2 D' L2 F2 L2 U B' U' B' D' L D2 B2 R' F R2;2020-02-07 17:22:32;11.53
62;10.93;;B' U' F D2 F2 R2 B' D2 B' U2 L2 D2 F2 D' R D2 L' F2 D' R2;2020-02-07 17:22:55;10.93
63;11.62;;D2 R2 D2 B2 L2 F' D2 F' D2 B L F R D' L D B U2 L U;2020-02-07 17:23:18;11.62
64;8.04;;D' L U' L2 D' R' B2 R D2 R2 L2 F' D2 F' U2 L2 U2 F D';2020-02-07 17:23:38;8.04
65;9.15;;U' L2 F' U R2 B2 D F2 U L2 F2 D' B2 R2 B' D2 R' D' U L F';2020-02-07 17:23:55;9.15
66;11.22;;D2 R' D2 F2 U' B2 U' L2 D2 L2 F2 D' U' F' R2 D B2 D' L U;2020-02-07 17:24:28;11.22
67;9.93;;L R2 D' L2 D B2 D L2 B2 D L2 B2 F R B' U' R U2 L F';2020-02-07 17:24:50;9.93
68;9.03;;L D2 L B2 R F2 R2 B2 L' F2 R' D2 U' L' F2 U2 F L F D L2;2020-02-07 17:25:15;9.03
69;9.55;;L2 D' L' B2 D L2 U R2 B2 D2 L2 D2 F' L2 R' D2 L D2 F;2020-02-07 17:25:36;9.55
70;9.36;;B2 F2 U2 B2 F2 D' L2 U' B2 U' R2 L' U B' D U2 R' U' B2 R' F;2020-02-07 17:26:40;9.36
71;11.21;;U R B2 U2 B' L2 D2 F' D2 F' U2 R2 D2 B2 D R' B' L2 F L D2;2020-02-07 17:26:59;11.21
72;8.71;;F2 U2 F2 D F2 U L2 B2 L U' L' B2 F' R' F2 R B D';2020-02-07 17:27:18;8.71
73;8.02;;U R L2 F2 D' R' D L' U2 L2 D2 F2 B' U2 L2 B' L2 F U2 R;2020-02-07 17:27:37;8.02
74;11.60;;L2 F L2 U R2 B2 L2 B2 D2 R2 D2 U B2 F U' B R B' R';2020-02-07 17:27:56;11.60
75;8.73;;B' D' F2 R U' B R2 B' F2 U2 L2 F2 U' L2 F2 D2 F2 D' F2 U R';2020-02-07 17:28:33;8.73
76;9.48;;F2 U' B2 L2 D' R2 U' R2 U2 R2 D2 U' F L D' L2 R B L' D' L;2020-02-07 17:28:51;9.48
77;9.22;;D2 L2 U B2 L B R2 U2 B' R2 B2 R2 U F2 U' B2 R2 B2 U2;2020-02-07 17:29:11;9.22
78;8.06;;R D L U2 F2 L2 D B2 U2 F2 R2 D2 B' D' F' D U R' B';2020-02-07 17:29:28;8.06
79;8.92;;F U' R B2 L' F2 L' D2 L U2 F2 R2 D2 R F' R D' B2 L' D2 B';2020-02-07 17:29:49;8.92
80;10.30;;F2 U R2 U2 L U2 R D2 L F2 D2 B2 R B' F2 R B2 D F D;2020-02-07 17:30:15;10.30
81;8.89;;U' R' F L' D R' U' L B2 D2 L2 D2 R F2 L U2 B2 D2 R' D B';2020-02-07 17:30:40;8.89
82;9.86;;F2 R2 D2 L2 F2 U2 R2 B' L2 F' R' D L2 B2 L2 R D' R F;2020-02-07 17:30:57;9.86
83;8.93;;U' F2 L2 U' L2 B2 D B2 R2 B2 U' L U B F' L D' B R2 D' F2;2020-02-07 17:31:40;8.93
84;10.18;;B2 L' D2 U2 R' B2 L R' B2 U' L' B L' D2 U B R' U2;2020-02-07 17:32:03;10.18
85;9.67;;R2 B D R D B D L' U R F2 U2 R2 F2 R' F2 D2 L2 U2 D2 F2;2020-02-07 17:32:27;9.67
86;9.46;;D R2 F D L' F2 U' B U D2 B2 R D2 L F2 L2 D2 F2 L' D2 B2;2020-02-07 17:32:47;9.46
87;8.98;;R B2 D2 U F2 U R2 D L2 D L2 F' L2 F' D L' F R' F';2020-02-07 17:33:33;8.98
88;9.14;;L2 D' U2 F' D2 B R2 F R2 B2 L2 U2 B D B' L R2 U' L U2;2020-02-07 17:33:52;9.14
89;9.99;;F2 R2 F' L2 U2 B U2 F' D2 B2 R' B2 F D R2 U' R' U' R B';2020-02-07 17:34:14;9.99
90;9.03;;F' U2 B' R2 B2 L2 B U2 F L2 R2 D2 L F' D U' F2 R2 F' R;2020-02-07 17:35:05;9.03
91;9.72;;D R' B2 U' B2 D2 U B2 D2 F2 L2 R2 F U' L F2 R2 D B2 U2;2020-02-07 17:35:27;9.72
92;9.44;;B R D L2 D R2 U2 L2 F2 D B2 U R2 L' F2 U2 R2 B' U F2 L';2020-02-07 17:35:51;9.44
93;11.32;;L2 F' R U2 D' B' R B2 D' R2 F2 D' L2 F2 U' B2 R2 D2 R2 L' U2;2020-02-07 17:36:16;11.32
94;10.65;;U R U F2 D B2 U' B2 L2 U2 F2 U' B R2 D L D F R';2020-02-07 17:36:40;10.65
95;8.96;;R2 D2 R F2 D2 R D2 L' F2 R' D2 R2 B' F' D' F R B2 D2 B2;2020-02-07 17:37:01;8.96
96;9.81;;R2 D' L2 F L2 F D R' F U D' F2 L2 F2 U' F2 L2 U2 B2;2020-02-07 17:37:21;9.81
97;8.93;;B2 U2 R' U2 L B2 L' R' B2 R' U2 R2 U' F R2 D' B L' D' L2 D2;2020-02-07 17:37:39;8.93
98;10.64;;U2 F2 U2 R U2 L' F2 U2 L' F2 L' B D' B D2 U' R' D2 B' D';2020-02-07 17:38:01;10.64
99;8.90;;U' B2 F2 U B2 D B2 D2 L2 D2 L U L' F' U R F D2 L;2020-02-07 17:38:58;8.90
100;9.52;;F L2 D' L2 D2 L2 B2 D L2 B2 R2 L' U' R B' R U R' U R;2020-02-07 17:39:18;9.52
101;9.61;;F' D' B U2 R' F2 U' L F2 B2 D' R2 U' L2 D2 F2 L2 U R2 B D2;2020-02-07 17:39:38;9.61
102;9.71;;F2 U' L2 D R2 U F2 L2 U R2 U' L' U L' F U B F2 L2 R2;2020-02-07 17:39:57;9.71
103;8.72;;F L' F2 U2 B D2 R2 U2 L2 U2 B F D2 L B' F' D B L' B;2020-02-07 17:40:20;8.72
104;10.70;;B U2 B L2 B' R2 F R2 F R2 F2 U L' B' D R2 D2 F' L D' U2;2020-02-07 17:40:41;10.70
105;11.62;;F U2 R L' D F' U' F' D2 F' U2 L2 B' D2 F L2 D2 L2 R B2;2020-02-07 17:41:00;11.62
106;10.54;;B2 R2 D R2 B2 R2 U2 B2 U' L2 D' L' D' U2 L B2 F L' U' B' R;2020-02-07 17:41:52;10.54
107;10.01;;R L' B' U D B' L F' R B D2 B' U2 R2 D2 R2 F2 D2 B2 D2 L;2020-02-07 17:43:22;10.01
108;9.76;;L2 U2 L2 U2 F2 L2 B' D2 F' D2 B2 U2 R' D2 F D' L2 B D2 B';2020-02-07 17:44:18;9.76
109;10.20;;L' U2 B L2 B' R2 D2 B' D2 U2 F2 U2 L D' L' B' R B F' D' R2;2020-02-07 17:44:46;10.20
110;9.48;;U2 L2 B2 D' B2 R2 D' F2 L2 D' U2 L U' F' U' R F L2 R2 F';2020-02-07 17:45:27;9.48
111;9.45;;L2 B D' B2 L' B' U2 R F U R2 U2 D R2 U2 B2 R2 F2 U R2;2020-02-07 17:45:43;9.45
112;9.37;;B2 R2 B2 R' B2 L' B2 U2 L R2 B2 R' F D R' U' R' B L U2 L';2020-02-07 17:46:43;9.37
113;10.02;;U B2 F2 R2 D R2 D' L2 D U' R2 U2 B' R D L2 R' D' L' U L2;2020-02-07 17:47:03;10.02
114;8.57;;L' F2 D L2 U R2 D R2 D' B2 D2 L D' B2 U2 B R B R';2020-02-07 17:47:50;8.57
115;8.44;;R2 U' F2 U F2 L2 D' B2 R2 B2 L' F' U2 R' B D' R' B2 L' U';2020-02-07 17:48:11;8.44
116;11.43;;R2 F L2 D' R2 U F2 D2 L2 U' F2 L2 B2 F' D' U' B' D' L' B;2020-02-07 17:48:30;11.43
117;8.36;;U' F U2 F' D2 B2 L2 D' L' B' U2 B U2 F2 U2 R2 B' L2 D2 F';2020-02-07 17:49:00;8.36
118;7.79;;F2 L B R2 B L2 R2 F' R2 F2 D2 L2 B U' R' B D' U' L' D;2020-02-07 17:49:23;7.79
119;9.42;;L2 D F L2 F L2 F2 L2 F' R2 F D2 F2 U' F' U L' B' R D' R;2020-02-07 17:49:46;9.42
120;9.47;;R2 U' F2 D2 L2 F2 L2 B' D2 U2 R2 U2 F' R' B L' B R2 U' F2 R';2020-02-07 17:50:08;9.47
121;8.68;;D2 F2 L2 B2 F2 U R2 U2 L2 D F' D B' F U' L R D2 B' D U;2020-02-07 17:50:28;8.68
122;9.49;;F' D2 R2 F2 U' L2 U' F2 U' B2 U2 L B' D F' D2 L R2 D2 B;2020-02-07 17:50:50;9.49
123;12.24;;R2 U2 D' B2 R B2 L F D R2 B2 U B2 D2 R2 B2 D' F2;2020-02-07 17:51:13;12.24
124;9.36;;L2 F' R' L' B' D' R2 B' F2 R2 U2 R B2 U2 R' U2 L' B2 L;2020-02-07 17:51:36;9.36
125;10.99;;R' L2 D' F2 D' B2 U' B2 U B2 U L2 F L' D F2 U2 B2 U B U2;2020-02-07 17:52:16;10.99
126;9.27;;U' R2 F2 D' R2 B2 R2 B2 D R2 D B' U L2 D U B' U L' B2 D';2020-02-07 17:52:43;9.27
127;7.93;;L R2 U B2 U' L2 U B2 R2 B2 L2 D2 B R' D' F2 D' F2 U F;2020-02-07 17:53:02;7.93
128;9.29;;U2 F2 D' F2 L2 D' B2 D2 B2 U2 L2 F' D2 R' U' F' D2 L' B' F R2;2020-02-07 17:53:32;9.29
129;7.88;;B2 D' F2 R2 F2 U F2 U F2 U' L2 F2 B U' B' D B' D R' U2 R2;2020-02-07 17:53:52;7.88
130;13.01;;R' U2 B2 D2 U' B2 F2 L2 U F2 D R2 B L' F L2 R F2 L' F2;2020-02-07 17:55:03;13.01
131;9.32;;D2 F2 D' F2 U L2 D' L2 B2 U R2 U2 F L D2 B' R2 B2 U2 L';2020-02-07 17:55:33;9.32
132;9.40;;U F U2 L2 U F2 R2 D B2 R2 D2 B2 U' F' L2 U2 L U R2 D' F';2020-02-07 17:56:00;9.40
133;10.98;;L F2 R U2 R' F2 R' F2 L U2 L2 F' D' B U2 L2 U' L' B2 L';2020-02-07 17:56:20;10.98
134;10.05;;F' R' B U2 F' D2 F' R2 F D2 B' R2 D' B' D2 R B2 L' B2 U';2020-02-07 17:57:04;10.05
135;9.93;;F L2 F2 U2 B' R2 U2 B R2 U F' L B' R2 F' R D' B2 U';2020-02-07 17:57:40;9.93
136;11.08;;D R' F U2 F' D L2 F L' U B2 L2 D' F2 R2 D2 F2 U R2 F2;2020-02-07 17:57:59;11.08
137;9.79;;B U2 F' D2 F' R2 B R2 B U2 R2 U L2 B' R2 F2 D' R' U' R2 U2;2020-02-07 17:58:24;9.79
138;8.99;;U' B2 D L2 F2 D F2 D2 F2 D L2 F' L B' F U F2 D' L U2;2020-02-07 17:58:43;8.99
139;8.30;;F2 L2 R2 D2 R2 F2 U' R2 F2 R2 L D2 U B D2 B2 U L2 B2;2020-02-07 17:59:05;8.30
140;11.01;;U2 R2 U R2 F2 R2 U L2 D R2 U2 L' D B R2 U' B' F2 L2 F D';2020-02-07 17:59:35;11.01
141;8.53;;D' R' F2 L U2 L' B2 U2 B2 L2 B2 D L F D' F2 U' F';2020-02-07 18:00:01;8.53
142;10.98;;R' D2 F2 L D R' U2 B F2 D2 B2 R' F2 D2 L' B2 U2 R2 U;2020-02-07 18:00:22;10.98
143;8.94;;F' L' D2 L2 D2 R2 B2 R2 D L2 D' F' D2 R' D' U2 L R' U';2020-02-07 18:01:11;8.94
144;9.41;;B' R B R F' R' U B' D' B2 R' U2 L U2 R F2 U2 L' B2;2020-02-07 18:01:30;9.41
145;8.72;;D' L2 F2 U' L2 B2 F2 D' F2 U R2 D F' D' U' L' R F2 U' B' D;2020-02-07 18:01:52;8.72
146;9.64;;F' R F2 L D2 F' R U' F2 B2 L F2 R U2 R' F2 D2 R B2;2020-02-07 18:02:33;9.64
147;9.07;;F B2 D2 R2 U B2 U L2 B2 R2 U2 R2 F' U B' R D L U L2 R;2020-02-07 18:03:00;9.07
148;10.03;;B L2 F2 U' L2 R2 B2 D R2 U B R F R' D2 F' D' U' L;2020-02-07 18:03:21;10.03
149;9.58;;D L2 B2 D2 B R2 B' D2 U2 F' U2 B' D B' U2 F2 L B' R D B2;2020-02-07 18:04:30;9.58
150;8.70;;L F2 L2 F2 R2 F' D2 F R2 U2 F' U' R D' F L' D' R D2 B;2020-02-07 18:04:53;8.70
151;9.42;;R D2 B D' B R2 F R B2 R' F2 D2 R U2 L B2 R' D2 U' F';2020-02-07 18:05:49;9.42
152;8.99;;U' D' L B' D R U B U' L2 F' U2 D2 F2 R2 D2 L2 D2 B;2020-02-07 18:06:10;8.99
153;11.58;;F L2 R2 D' U2 F2 U2 B2 U' L2 D R' F2 U L2 B' R' F2 L' U';2020-02-07 18:06:29;11.58
154;9.64;;B2 L2 D' U2 L2 U2 F2 R2 F2 U B' L U2 L R' U L' F' L2 R;2020-02-07 18:06:53;9.64
155;9.34;;U2 B2 U2 L2 D B2 U L2 F2 U F2 R D2 B U L B' L' F2 R U;2020-02-07 18:07:15;9.34
156;10.27;;D' U2 F2 U L2 D' F2 U' L2 U L' D' B R' D B2 R U' B;2020-02-07 18:07:33;10.27
157;8.44;;D' U2 B L2 F' L2 R2 U2 B' D2 B2 D2 L2 U F2 L U' R' D' R';2020-02-07 18:07:53;8.44
158;9.91;;U2 L2 F2 D' F' R' B' R F2 L2 U2 R2 F2 L2 B2 D' B2 U F2 L;2020-02-07 18:08:13;9.91
159;10.25;;L F2 U' R2 U' F2 R2 D B2 U2 L2 U2 F2 R B F2 L R2 F' D U';2020-02-07 18:08:46;10.25
160;8.34;;F2 U2 F2 D2 F2 L D2 R' U2 R2 F2 D2 B R' B2 D U L U' L' F';2020-02-07 18:09:07;8.34
161;11.50;;R L' D2 B U D' F' U2 R L B2 D2 B2 R U2 R2 D2 B2 F R2;2020-02-07 18:09:28;11.50
162;9.56;;R2 F2 D R2 D L2 R2 F2 D R2 U L B U' B R U2 F' R2 U B';2020-02-07 18:09:50;9.56
163;9.98;;F' B' D' L' D2 F2 R F2 D2 B2 L2 U R2 U L2 B2 D L2 B' U';2020-02-07 18:10:11;9.98
164;10.21;;U2 L2 B2 D2 B2 R' D2 U2 B2 U2 L2 R D' B R' F' U F2 U2 F D';2020-02-07 18:10:32;10.21
165;7.97;;R2 D2 U2 F D2 R2 D2 F2 L2 B' D2 F' L' D' U2 L2 F' R U L D2;2020-02-07 18:11:01;7.97
166;10.00;;F2 U2 B2 R2 D' U' R2 U L2 F2 D' L2 F L' F2 D' F U2 R' D B;2020-02-07 18:11:50;10.00
167;8.99;;D L2 B2 L2 D2 B2 U' R2 F2 L2 D F' L' B2 F' D2 L2 F R' U';2020-02-07 18:12:12;8.99
168;9.30;;D B U B R L2 B' D F2 R2 D2 L2 B L2 U2 F' U2 D2 L2 F2 U';2020-02-07 18:12:31;9.30
169;8.48;;F2 D B' L2 D B' U B2 R D2 F2 R2 U2 F2 R2 B' D;2020-02-07 18:12:54;8.48
170;8.47;;L2 F' D F L2 B' F2 L2 F2 D2 U2 L2 D2 U B2 L' F' D U R;2020-02-07 18:13:11;8.47
171;10.97;;B' R' B2 R2 D R2 F2 D L2 F2 R2 F2 U2 B' D2 R D L D F2 L2;2020-02-07 18:14:04;10.97
172;9.72;;B2 U' R U2 L2 D2 B2 R2 B' D2 L2 F' D2 L F' L B2 D L2 U;2020-02-07 18:14:30;9.72
173;9.63;;F D' B2 U L B L2 F B2 D' B2 D' R2 D' F2 U R2 D2 R2 F;2020-02-07 18:14:54;9.63
174;9.40;;R F U2 F L2 B' L2 F R2 D2 B' L2 D' R U L' F' U2 B' L F;2020-02-07 18:15:18;9.40
175;7.81;;R2 B R2 U2 F U2 L2 F' U2 F R' D L R2 U F L2 F R';2020-02-07 18:15:44;7.81
176;8.78;;U L2 U F2 U R2 U F2 D B2 F2 L' B2 F2 D' L D' L F' D' B';2020-02-07 18:16:04;8.78
177;11.64;;R F2 L2 D2 B' R2 F L2 B' R2 F D2 F2 U B' F2 U L B' D';2020-02-07 18:16:27;11.64
178;9.50;;R' B2 L2 R B2 D2 L2 B2 U2 R' B2 F D' B' D2 U' B2 L D F2;2020-02-07 18:16:58;9.50
179;8.61;;U B U F' B L' D' F' U' D2 F2 U2 D2 R2 U2 L' B2 R' B2 D2;2020-02-07 18:17:20;8.61
180;9.34;;F2 U' R2 B2 R' D2 L2 F2 D2 R' F2 L B2 F D2 U L' B D' L2;2020-02-07 18:17:41;9.34
181;10.22;;B L2 F2 L2 U L2 D U2 L2 D' L2 F2 U B' R' F L' D B2 D' B;2020-02-07 18:18:05;10.22
182;10.86;;L2 R2 B D2 B' D2 B L2 B U2 R2 U L' D' L2 U2 R2 D' F' R2;2020-02-07 18:18:32;10.86
183;8.37;;D2 L D2 R2 U2 R' F L2 D B2 D' L2 F2 U2 B2 D' R' B';2020-02-07 18:18:53;8.37
184;9.74;;L B2 L' D2 F2 U2 B2 R B2 F2 U2 L2 U B' U2 F' R' D2 B2 D' R2;2020-02-07 18:19:45;9.74
185;8.21;;U2 B' U L2 B2 D' U' B2 F2 U' F2 R2 U2 L D' U2 B L' D2 B' U2;2020-02-07 18:20:10;8.21
186;10.95;;U L' U B2 R2 U2 B2 R2 U' L2 F2 R2 U B' D2 L D2 B F' D' R;2020-02-07 18:20:29;10.95
187;8.84;;R F2 R2 D' B2 L2 R2 D U2 F2 L2 R2 F' U' R' F U B U R2;2020-02-07 18:21:35;8.84
188;9.44;;U R' U L2 D R2 F2 U' L2 D2 L2 D2 U' B' L R D2 B2 F' L2 D';2020-02-07 18:22:03;9.44
189;9.76;;D' R L2 D2 U2 F2 D2 B' D2 F2 R2 F2 R2 U R2 U2 B2 F' R' U2;2020-02-07 18:22:27;9.76
190;10.03;;U B2 L2 F D2 B' R2 F D2 F' L2 U2 F' R B D2 F D' R';2020-02-07 18:22:46;10.03
191;9.63;;F2 U' R' L2 B' R' U' F' L2 D R2 D' R2 D2 F2 D' L2 U F2 B;2020-02-07 18:23:12;9.63
192;9.14;;L2 U F2 D2 B2 U' F2 D' F2 U R2 U' R' U2 B D R' B' D B2 R';2020-02-07 18:23:31;9.14
193;10.25;;U' F2 D' F2 D F2 U F2 L2 D' F L2 B' L2 R2 D F' R' U';2020-02-07 18:23:58;10.25
194;9.92;;L' F D2 R2 U F2 R2 U' L2 U2 R2 F2 U' L B' R F2 U' B' L2;2020-02-07 18:24:18;9.92
195;10.98;;F2 U2 R' D' L' F' R' B2 U' B2 U R2 F2 B2 U R2 D2 F2 D' R' F2;2020-02-07 18:24:45;10.98
196;10.39;;L' U F' R2 U2 F2 D' R2 F2 U2 B2 U2 L' D R B' D L2 U;2020-02-07 18:25:09;10.39
197;6.81;;D U2 L B2 D2 B2 R' F2 L F2 R' U2 R2 U L2 U R' U' F' D L;2020-02-07 18:25:29;6.81
198;10.03;;B U2 R2 D' L2 R2 D F2 U' F2 L2 D' B' L D U' L2 D L D';2020-02-07 18:25:52;10.03
199;10.22;;R' F2 D' U2 B2 D L2 U' B2 L2 U2 F2 L B2 L' F D' R' F' L;2020-02-07 18:26:13;10.22
200;12.00;;D' L' F2 R' D2 R2 B L U2 L2 U R2 D' L2 F2 R2 D' L2 F2 D2 R;2020-02-07 18:26:36;12.00
201;12.11;;L2 U' R2 U R2 U' L2 R2 U2 F' D' L' D' R' B U' B2 D' B2;2020-02-07 18:27:23;12.11
