No.;Time;Comment;Scramble;Date;P.1
16;10.02;;F2 D L2 F2 R2 B2 U2 B2 R2 D F' R' F' R' B' L' B D' F' D;2020-03-18 18:55:22;10.02
17;11.33;;B' D' R D2 F2 R2 B2 U2 L' U2 L2 D2 R' F D' F2 U' L' U' L';2020-03-18 18:55:52;11.33
18;12.17;;U' F' L2 D2 B2 F2 L2 F2 U' F2 D' B2 U2 F' U B2 L' R' B R;2020-03-18 18:56:16;12.17
19;8.67;;L U' F R' L2 B2 U2 B D F2 U' R2 F2 R2 B2 L2 U R2 F2 U';2020-03-18 18:56:55;8.67
20;11.83;;B R L2 D F2 D' L2 U2 F2 L2 U R2 L' D2 B2 U B F2 U;2020-03-18 18:57:22;11.83
21;10.54;;F2 L2 D F2 U' B2 U L2 B2 F2 U' F2 R' U2 L U' F U' L' D2 B;2020-03-18 18:57:50;10.54
22;11.58;;F' D2 B R2 B L2 F' R2 D2 R2 F' U2 R' D2 F U L2 R D R' D;2020-03-18 18:58:17;11.58
23;11.78;;R2 B' U' D2 L' B2 R U2 L D2 B2 R B2 L2 B F2 U F L' D R;2020-03-18 18:58:42;11.78
24;12.76;;D R2 U' R2 U L2 R2 D' B2 D' F' R D2 B2 F' R2 B' D L R2;2020-03-18 18:59:20;12.76
25;10.76;;D' B D2 B2 R2 B2 U2 B2 L' F2 L R' B2 D' L B' D2 R' D R2;2020-03-18 18:59:46;10.76
26;10.50;;U' L' U' L2 D' F2 L2 R2 U' R2 U' F2 B R2 U F' L' B2 R U;2020-03-18 19:00:10;10.50
27;11.00;;R B' D' L F R2 L' D' L U R2 F2 D2 L2 U R2 U B2 D R2 U;2020-03-18 19:00:30;11.00
28;9.75;;R2 F2 L2 U' L2 D' B2 R2 D2 F2 D' B L F2 R2 U B2 R' D' B L2;2020-03-18 19:01:13;9.75
29;11.91;;R2 L B2 R U2 B L2 B' U' F2 L2 U' D' F2 U' R2 L2 F2 L2;2020-03-18 19:01:34;11.91
30;13.33;;F2 D2 R U2 R' B2 D2 R' B2 L' B2 D2 B' D F' D R B' U2 L R;2020-03-18 19:01:58;13.33
31;11.69;;R2 B D' B2 L2 R2 D F2 D F2 D B2 F2 D F R2 D2 F L' F L';2020-03-18 19:02:31;11.69
32;14.51;;D L2 F U D B' R F' B U' R2 F2 U R2 U' R2 B2 D2 F2 U' R2;2020-03-18 19:02:59;14.51
33;11.35;;B D R2 B2 R2 U' L2 F2 D' U2 B2 F D' L U L' F2 L' U';2020-03-18 19:03:24;11.35
34;9.50;;F2 D R2 U' L2 F2 D L2 D U2 F2 U2 R D' F' L U2 F R' B' D2;2020-03-18 19:03:53;9.50
35;11.74;;R' F U2 L' F2 L2 F2 U2 R D2 B2 L' U2 F' D' R2 U' F2 L2 U2 L';2020-03-18 19:04:13;11.74
36;12.28;;B2 D' R2 U R2 U' R2 B2 U2 B2 U' L U' R' D2 B F2 R' D2 R';2020-03-18 19:04:43;12.28
37;12.76;;F' B2 D R U' D' F D' L2 B L2 F' L2 D2 L2 D2 B2;2020-03-18 19:05:10;12.76
38;14.00;;D2 R' D2 L' U2 F2 U2 L F2 L2 F2 B D2 F' L F' R' U F;2020-03-18 19:05:40;14.00
39;10.77;;B F R2 U2 F D2 F' D2 B2 U2 R F D F U' F2 L F' D';2020-03-18 19:06:06;10.77
40;9.87;;R U R' L' F U2 F' D' R' D2 L B2 U2 R' U2 B2 L2 D2 L' B2;2020-03-18 19:06:30;9.87
41;11.75;;D2 U L2 D2 B2 L2 B2 D B2 F2 L2 R' D2 B2 L2 B' U2 L;2020-03-18 19:06:59;11.75
42;12.02;;B2 L' B D' B2 R2 B U R' U L2 D B2 U2 B2 R2 D L2 D' F2 B2;2020-03-18 19:07:23;12.02
43;10.04;;D' L B L2 F R2 F2 D2 L2 R2 F' R2 F' R2 D' F' D' B2 U R' U2;2020-03-18 19:07:49;10.04
44;12.55;;F' D' R' B2 D2 F2 L2 B2 U2 R2 F2 D' F2 D2 L' F D' U B2 L2 R';2020-03-18 19:08:15;12.55
45;10.82;;R' D' F' U2 B' L2 B D2 L2 R2 F' D L D2 F' U' B L D';2020-03-18 19:08:46;10.82
46;10.07;;U D' F' U2 L D F2 L' B L U2 R F2 L F2 L2 U2 B2;2020-03-18 19:09:12;10.07
47;10.68;;F D F2 D2 B2 D B2 U' F2 U' L2 U B U L2 U2 L' D F2 R;2020-03-18 19:09:38;10.68
48;9.85;;U L2 U' F2 L' D' R2 F U' R2 L2 U L2 F2 U F2 D F2 D' B';2020-03-18 19:10:10;9.85
49;13.70;;R2 F U2 L2 D2 F2 U2 B' D2 F' R2 D L B F2 D B2 D' R' U2;2020-03-18 19:10:32;13.70
50;10.48;;B2 L' U' B U2 L U2 R' F U D B2 D2 F2 L2 D' L2 D' F2 L2;2020-03-18 19:10:57;10.48
51;10.25;;F2 R2 L B2 D R B D R2 L2 B2 D2 R2 U F2 D' B2 D R' U2;2020-03-18 19:11:21;10.25
52;9.63;;L F2 B' U' F' L' D' L F' D' L2 D2 F2 U R2 F2 R2 D' B2 R2;2020-03-18 19:11:44;9.63
53;10.82;;R U2 F D' L2 D R2 D' F2 R' B2 D2 R U2 F2 R' D2 L D;2020-03-18 19:12:04;10.82
54;13.13;;D R' B2 R2 D2 R2 F2 U R2 U L2 B2 R2 B' R B U' L' D' L2 R;2020-03-18 19:12:30;13.13
55;10.82;;R2 B2 R' F2 B' L F2 D F R2 U2 B' R2 L2 B D2 B' R2 U';2020-03-18 19:12:53;10.82
56;8.94;;B2 D' F2 U' R2 D2 L2 U F2 L2 U' B L D2 R' B2 D R2 U';2020-03-18 19:13:24;8.94
57;10.00;;F' U' R' F L2 D2 F U R2 F2 D2 R2 D2 L2 F2 U' D2 L U2;2020-03-18 19:13:48;10.00
58;12.37;;F L2 F' U2 D B' L U F' R B2 R' U2 R B2 L U2 R' U2 L D2;2020-03-18 19:14:09;12.37
59;10.31;;L F' R2 U F' L' D' L2 B2 U2 L F2 L U2 F2 B2 L2 B2 U R';2020-03-18 19:14:32;10.31
60;10.92;;F B R' L F2 D L' F2 U' R2 B2 L2 F2 U R2 D2 L2 B2 U' R U';2020-03-18 19:14:55;10.92
61;10.95;;R' D2 L2 F' D2 R2 U2 L2 B' F2 R2 F' U L2 R B' U2 B' F D;2020-03-18 19:15:17;10.95
62;10.37;;F2 L F2 D2 B2 L F2 R F2 R F2 D' B' L' F' R2 U' B F' D;2020-03-18 19:15:47;10.37
63;10.76;;U' B D2 B2 F U2 F' L2 U2 F' R2 F R U B' R F L' D U2;2020-03-18 19:16:10;10.76
64;12.33;;F2 D2 R2 F2 U' B2 D2 L2 B2 L2 B' D F2 L' R B U2 R2 U' L';2020-03-18 19:17:19;12.33
65;10.82;;F B' L' D2 F L2 D' B2 U2 R' F2 U2 R B2 R2 U2 R' U2 F2 B' R';2020-03-18 19:17:51;10.82
66;10.35;;U' B2 L2 D R2 F2 D' R2 F2 D F2 B' L2 D L R B' R2 D L2 D2;2020-03-18 19:18:14;10.35
67;12.87;;R2 U L2 B2 U F2 D' B2 L2 D2 F2 L' F2 D' U B' F L' D2 L2 F;2020-03-18 19:18:50;12.87
68;9.63;;U2 B2 F2 L2 B2 D2 B2 L' D2 U2 R' B' R2 U' L' U2 L' U' L2 F;2020-03-18 19:19:17;9.63
69;10.73;;B2 R2 D2 B' F2 D2 R2 U2 L2 B U2 R B2 D F2 R U F' R2 U';2020-03-18 19:19:41;10.73
70;11.22;;F' U2 F L2 D2 U2 B R2 F2 L2 D2 B U F' R' B F2 D' F2 L' D';2020-03-18 19:20:04;11.22
71;10.51;;F U' F L B R' F' B' L' F2 B2 L F2 R' F2 L F2 B2 U;2020-03-18 19:20:25;10.51
72;13.29;;B D F' R' F2 B R F' U2 R' U2 R2 B2 R' B2 R2 U2 L F2 R2 D;2020-03-18 19:20:50;13.29
73;10.41;;B L U B R2 L2 B' L U R L D2 L F2 R' D2 L F2;2020-03-18 19:21:15;10.41
74;11.83;;D2 R B2 R' F2 D2 L2 U2 R' F2 R2 D L2 D' B' L' D' F D2 B2;2020-03-18 19:21:39;11.83
75;10.61;;R2 U2 L B2 D' R2 B2 R2 F2 U L2 B2 F' D R2 D' R2 B R2;2020-03-18 19:22:03;10.61
76;12.66;;U2 F' B' L U F R' B D2 B2 D R2 B2 R2 F2 B2 D2 L2 U' L2;2020-03-18 19:22:27;12.66
77;8.89;;U' R' B2 F2 U' F2 D2 B2 U' R2 F2 D R D2 L2 F' L2 U R' F' R2;2020-03-18 19:22:50;8.89
78;11.30;;F' B R2 U F D R' U' L' B R2 U2 R2 D2 B2 D2 F' U2 D2 F2;2020-03-18 19:23:15;11.30
79;14.44;;D L2 B R B2 L' U' R' D2 B R2 F R2 U2 F2 L2 B2 L2 B2 L';2020-03-18 19:23:40;14.44
80;9.67;;F R' D' F' U' L U B L' R2 U2 R2 U R2 U' B2 L2 U2 R2 L2;2020-03-18 19:24:15;9.67
81;14.17;;D2 L2 F2 L D2 R' B2 F2 R U2 R2 U' B F2 U2 F' R' F' D' F;2020-03-18 19:24:38;14.17
82;9.81;;U2 L2 U' B2 U' L2 D' B2 R2 U' L2 F' R B L' R' F U B' L' D';2020-03-18 19:25:02;9.81
83;10.40;;U L2 R2 F' U2 R2 F' D2 F D2 B2 U2 F2 L B2 U' R2 B2 D L' R2;2020-03-18 19:25:29;10.40
84;10.91;;R L D F B R2 D' R' F D2 L2 B D2 B2 L2 F' L2 F U2 R2;2020-03-18 19:25:49;10.91
85;8.21;;U' L2 D B' R2 L' B' U D2 F L2 B2 U2 L2 U2 L2 B U2 F;2020-03-18 19:26:16;8.21
86;11.08;;L2 D' R2 U2 B2 R' B2 L U2 L B2 F2 L' B' L' B L D' B' F2;2020-03-18 19:26:48;11.08
87;9.69;;D' B' L U2 L D2 L' D2 R' D2 F2 L' U2 D' L2 U' R' F' U B;2020-03-18 19:27:09;9.69
88;11.63;;B2 R' F D2 F2 B D R F2 D2 R2 D2 R2 B R2 D2 F2 D2 B' D';2020-03-18 19:27:31;11.63
89;11.66;;L' B2 L' U F B' U2 R' U D2 L2 F' U2 B2 U2 L2 B U2 L2 F';2020-03-18 19:27:57;11.66
90;13.25;;B U' F2 R2 F2 R2 U' B2 D' R2 B2 F2 D L D R B R U L' D2;2020-03-18 19:28:23;13.25
91;11.33;;F D' B2 D L2 D' L2 D2 L2 R2 B2 D' L2 F' L' D U L2 F D2 R';2020-03-18 19:28:50;11.33
92;11.31;;R U B2 F2 R2 D' U L2 U' R2 U' L2 B U R' B' L D B' D2 F';2020-03-18 19:29:15;11.31
93;9.93;;B2 L2 B2 U2 R2 F2 D2 L2 F2 D' R' B L D2 R D L2 B2 L;2020-03-18 19:29:37;9.93
94;12.31;;R D2 B' R2 D B2 R2 D B2 U' B2 R2 D U L' F2 U' R2 B D' R;2020-03-18 19:30:06;12.31
95;8.71;;R2 D' B' U' R2 F2 L2 B' L2 U2 B2 L2 D2 L' U2 R' U2;2020-03-18 19:30:33;8.71
96;10.87;;D2 L D R' B D' L' U2 F' B2 U2 F2 B2 U L2 D F2 L2 D R2 L2;2020-03-18 19:30:55;10.87
97;11.43;;D' L' D R' F D R F L2 B' U2 B2 L2 B U2 L2 F' D2 L B2;2020-03-18 19:31:51;11.43
98;11.11;;U B L B2 U2 B U F' D2 L' D2 R L2 D2 F2 R U2 B2 U2 B;2020-03-18 19:32:32;11.11
99;10.08;;U F D2 R' F2 L' R2 F2 D2 U2 R U2 L2 F D2 F2 L' D' B2 F';2020-03-18 19:33:03;10.08
100;11.53;;R2 D2 R2 U2 B2 R2 B2 D' F2 R2 F U2 F D' R2 U' R U;2020-03-18 19:33:25;11.53
101;12.17;;F D' R2 B' L D' F' U D2 F R2 B' L2 D2 L2 U2 F L2 U2 L';2020-03-18 19:34:38;12.17
102;9.91;;D' B2 R2 D2 U' L2 F2 D L2 B2 U' B L' R D2 F R' U' R D2 L';2020-03-18 19:35:05;9.91
103;10.99;;B' U2 D L2 D R U2 L' U2 F' R2 F R2 U2 F' R2 U2 F U2 R2;2020-03-18 19:35:37;10.99
104;15.71;;D2 R' D2 U2 F2 R' B2 L2 U2 L2 D R' D2 F' D' U B' R2 D;2020-03-18 19:36:01;15.71
105;10.91;;D2 F2 R2 F2 U2 L2 U' L2 R2 U' B2 R B' D R' U2 L' F R' F2;2020-03-18 22:32:28;10.91
106;11.15;;R B2 R B2 R' F2 D2 F2 U2 F2 R2 F2 D R B' R' B2 D2 F L F2;2020-03-18 22:32:56;11.15
107;12.88;;D' L2 B2 L2 D' R2 D' B2 U L2 F L B U2 L R' U L B' U2;2020-03-18 22:33:23;12.88
108;12.28;;D2 L2 F R2 F' L2 B' L2 B L2 U B R' F2 U B2 R2 B' L2;2020-03-18 22:33:48;12.28
109;16.67;;B2 L D2 R U2 B2 R F2 R2 D2 L' F R F' L2 F2 L F D' F';2020-03-18 22:34:13;16.67
110;10.54;;L' B' U D L2 B2 R U R2 D2 R F2 B2 L F2 D2 B2 D2 R';2020-03-18 22:34:45;10.54
111;13.13;;L B U2 F2 R2 D2 L2 F2 R2 F2 D L F2 L' D2 R B' L' F';2020-03-18 22:35:08;13.13
112;11.06;;U2 F2 D L2 F B2 R D2 L U' R2 F2 U2 D R2 F2 U2 B2 U' B2;2020-03-18 22:35:45;11.06
113;10.06;;L' F2 R2 U R L2 F D' L F' U2 F2 B' R2 U2 R2 L2 F2 L2 D2;2020-03-18 22:36:14;10.06
114;15.10;;L' U2 F D2 F L2 B R2 B2 R2 U2 F' D2 U' R' D2 L B' R' U2;2020-03-18 22:36:43;15.10
115;11.05;;U2 B' L2 B' U2 F' D2 R2 F' U2 R2 L' B U L D' B2 D2 F' L;2020-03-18 22:37:12;11.05
116;11.90;;F U B2 U' L2 U' B2 D' B2 F2 R2 F2 D' F' D2 U R2 F' L' U2;2020-03-18 22:37:40;11.90
117;12.44;;B R' F D F2 U2 L2 F2 D2 R2 B2 U' B' L2 B' R' U2 L2 F2;2020-03-18 22:39:22;12.44
118;10.30;;D2 F' R2 B' L2 U2 L2 F' U2 L2 B' R2 L' U L R' B' F2 U R2 F;2020-03-18 22:39:50;10.30
119;11.17;;D2 U2 F2 L' U2 L2 D2 R B2 L' F2 U' F R' D2 R' F U B D2;2020-03-18 22:40:20;11.17
120;10.01;;B L2 B2 R U2 B2 R2 B2 L' F2 D2 L' B2 D F R2 D' U2 R2 B L2;2020-03-18 22:40:44;10.01
121;9.90;;F2 U2 B2 F2 U F2 L2 D F2 L2 F' R B' L D' U F' D R';2020-03-18 22:41:06;9.90
122;9.62;;U B2 D2 L2 R2 D B2 F2 U F2 D' L F' U L' B' D2 B' D;2020-03-18 22:41:28;9.62
123;11.83;;D2 F2 U2 R2 D2 L D2 U2 B2 L' R F2 D L2 R D L2 B' L U2 B;2020-03-18 22:41:50;11.83
124;10.19;;L2 B' F2 R2 F2 D2 U' F2 D F2 R2 D R2 F' R' D B2 R2 U';2020-03-18 22:42:15;10.19
125;9.87;;F2 L2 U2 B2 L' U2 R F2 D2 L' F2 L U F2 R' B U2 L F2 D' B';2020-03-18 22:42:37;9.87
126;12.29;;R2 U2 L2 U' F2 U' L2 U' R2 B2 L2 B R F' U2 F L' B' D' B' F;2020-03-18 22:43:02;12.29
127;9.65;;L F2 U' F2 L2 F2 D' U2 R2 U' L2 B D L' U2 B' U R2 B' F2;2020-03-18 22:43:57;9.65
128;10.35;;D U2 B2 F2 R2 B2 U' B2 D2 B2 F' R B2 D' L B' D2 R' D2 U2;2020-03-18 22:45:13;10.35
129;9.35;;D2 L2 D2 B L2 R2 U2 B U2 F2 L2 B' R D U' F D' L' F' L2 F;2020-03-18 22:45:42;9.35
130;12.90;;U2 B2 U2 L D R2 F' R U' F2 R F2 L' D2 L U2 R B2 R' F2 R;2020-03-18 22:46:04;12.90
131;11.16;;D B' R2 D2 B2 D2 B L2 F R2 B L2 U2 R D' U L2 F' R' B F;2020-03-18 22:46:46;11.16
132;11.48;;R F2 D' B2 R2 B2 D L2 U B2 D' U2 F2 L' B D F' U L' D' U;2020-03-18 22:47:22;11.48
133;8.70;;B' D' F U L2 B' R2 U' R' L2 F D2 B R2 B D2 F2 R2 D2 B';2020-03-18 22:47:46;8.70
134;11.18;;D' F2 D2 B2 F2 R2 F2 U' R2 U' L2 F' U2 F2 R U' R F' D2 F;2020-03-18 22:48:18;11.18
135;10.64;;R B' L2 D2 L' D2 F U R F2 R2 F2 B2 D2 R2 F' D2 L2 F L2;2020-03-18 22:48:51;10.64
136;9.92;;B2 R2 B2 U2 L D2 R' U2 F2 R2 B2 L2 D' L' R2 F2 D U F' R;2020-03-18 22:49:14;9.92
137;11.87;;L B U L2 D U R2 B2 L2 R2 D F2 D' R' B D' L B2 D' R2 U;2020-03-18 22:49:40;11.87
138;10.05;;R2 B2 U2 B' D2 L2 B U2 R2 D2 R B' D2 L' D2 F' D' U R;2020-03-18 22:50:07;10.05
139;9.32;;U D' B' L U D2 F' U L U2 F2 D F2 R2 U B2 L2 D R2 B2 R2;2020-03-18 22:50:32;9.32
140;10.40;;U2 F U L2 B2 D' B2 U R2 B2 U' R2 U2 F2 L F' R U B D' U';2020-03-18 22:50:56;10.40
141;9.27;;F2 U' L' U2 F2 D L2 U2 R2 D L2 R2 U2 F2 B R U' B' L2 U' F;2020-03-18 22:51:20;9.27
142;10.88;;B2 U2 F D2 F2 L2 B U2 F' U2 F L U B R D U L' U2 L' F;2020-03-18 22:51:44;10.88
143;11.05;;D2 R D' U2 R2 U' R2 F2 D2 U' L' B' R2 F2 U' L2 B;2020-03-18 22:52:06;11.05
144;11.72;;B D2 B L2 B' U2 R2 B L2 R2 U2 D' R' D2 R' U B U2 B2;2020-03-18 22:52:34;11.72
145;12.17;;U' B2 F2 U F2 R2 D B2 L2 U2 F2 D F D2 U' R B2 L B2 F2 U;2020-03-18 22:53:00;12.17
146;11.79;;R D' L2 D' L' U R' D2 B R2 U2 B L2 D2 F' D2 R2 B' U' R;2020-03-18 22:53:38;11.79
147;9.39;;R' B2 F2 D2 B2 R' U2 L' B2 L' U2 R2 B' L R' B' U' R2 B' D F;2020-03-18 22:54:24;9.39
148;11.50;;U2 F U2 B R2 B2 D2 U2 R2 F' R2 U' B D F R2 U L F' U2 B2;2020-03-18 22:54:49;11.50
149;14.28;;B2 D2 F' L2 U D L F2 R' F' D2 R2 U2 B2 R2 F U2 L2 D2 F2;2020-03-18 22:55:20;14.28
