No.;Time;Comment;Scramble;Date;P.1
202;8.84;;D2 B2 F2 U F2 R2 U R2 B2 F' L F2 R' U B2 F R B' U;2020-03-16 13:07:11;8.84
203;9.67;;L' F L2 B2 D R2 U2 F2 D2 R2 B2 D R2 B' R B2 L2 D2 B L';2020-03-16 13:07:36;9.67
204;13.13;;L' D2 F2 L D2 F2 R' D2 L2 B2 R F2 B' U2 L' F U R B L' R2;2020-03-16 13:08:18;13.13
205;10.53;;B2 L2 U' R2 D L2 B2 D' B2 D L' F' L2 B' F2 L D2 R2 B' D;2020-03-16 13:08:58;10.53
206;11.04;;F' R F2 U B U B' U2 L2 U F2 D2 L2 U' F2 B2 R2 D' L' B';2020-03-16 13:09:20;11.04
207;10.62;;U R' D' F2 B' R U' L B2 L2 U2 B L2 B U2 L2 F' U2 F' U';2020-03-16 13:09:53;10.62
208;9.56;;U2 B2 R2 F2 U' R2 D' L2 R2 D F2 B' L R' F D' B' L' U2 R' U';2020-03-16 13:10:21;9.56
209;11.74;;R D2 R' D' R F' R D' L2 F D2 F2 B L2 F2 D2 R2 D2 U;2020-03-16 13:10:46;11.74
210;9.65;;B2 L F' U R U D' R' B2 R L' F2 U2 L2 F2 L' B L;2020-03-16 13:11:10;9.65
211;10.30;;L F' R B2 L' U F B' L U' F2 R2 B2 D' B2 D2 F2 D L2 F2;2020-03-16 13:11:31;10.30
212;10.57;;U2 B2 R' B' L' D F U D2 R B2 L2 U2 L' U2 D2 F2 R D2 L' U';2020-03-16 13:11:55;10.57
213;12.98;;R2 U2 L2 F2 D2 R2 D' B2 U' L2 R2 U' R' U' F U L' F' D B' L';2020-03-16 13:12:17;12.98
214;13.97;;R2 F' U' L2 B L2 F2 L2 B L2 F' U2 B2 U' L R' B2 D' B R';2020-03-16 13:12:42;13.97
215;11.75;;B D' R U2 L' D2 L' U2 L' R' B2 U2 F2 U' F D2 B' D2 L2 U;2020-03-16 13:13:40;11.75
216;10.57;;L2 U2 F2 D2 U F2 R2 U' R2 D' R2 L B F2 D2 F2 L F2 U B';2020-03-16 13:14:01;10.57
217;10.98;;L R2 F L2 B' D2 F L2 F L2 D2 U' B2 F' D F2 L D U' B;2020-03-16 13:14:24;10.98
218;12.64;;B2 R2 B U F' L F' L U2 F R2 B D2 R2 F2 B' L2 F D2;2020-03-16 13:14:49;12.64
219;14.49;;B' R2 U2 F D' R' U2 B R2 L2 B2 U2 L' D2 L D2 R2 U2 F2;2020-03-16 13:15:12;14.49
220;11.48;;L' B' L2 U2 B2 L F2 D2 L' F2 L' D2 R B2 U' R' F D' F2 L' D;2020-03-16 13:15:43;11.48
221;10.53;;R' F L U' R' B' L' F U' R2 F' D2 B R2 F2 B' R2 D2 L2 D2 B;2020-03-16 13:16:10;10.53
222;11.20;;D2 B L' U' F2 L2 F2 D R2 D L2 U' F2 B' R' U' F D R U;2020-03-16 13:16:36;11.20
223;11.83;;F U2 R2 F2 D2 U' F2 U' L2 D' F2 R' D L2 F' R2 B2 F D F';2020-03-16 13:17:03;11.83
224;11.96;;D' F2 U L2 D' R2 D R2 F2 U2 F2 L D2 U' L2 B' L' R D R2 D2;2020-03-16 13:17:56;11.96
225;9.06;;F' B2 D L' D L' F' L F2 B2 U2 D' R2 U R2 L2 B2 U' B2 F R2;2020-03-16 13:18:20;9.06
226;10.44;;U' F R B2 R B2 U2 L' B2 U2 L' D2 U R2 F2 D' U2 B' L;2020-03-16 13:18:40;10.44
227;11.82;;R2 F2 L2 U2 B2 D2 B R2 F' D2 L2 D' L' F L B L F2 R' U2;2020-03-16 13:19:06;11.82
228;10.23;;L2 F' R2 F2 L' B2 D2 R2 D2 L' B2 R U2 R B' F' L2 R' U R U2;2020-03-16 13:19:30;10.23
229;9.85;;U2 L U' F2 D' U2 L2 R2 B2 D' R2 D2 F' R2 B2 D' L B' U;2020-03-16 13:19:51;9.85
230;12.55;;B2 D R2 B2 L2 R2 U' R2 F2 D L' R' F U' B R2 B' U' L R2;2020-03-16 13:20:13;12.55
231;12.17;;D2 B2 U2 B2 D L2 U L2 B2 U' F' R D L R2 U' F L' F2 L2;2020-03-16 13:20:34;12.17
232;14.24;;B' L D' L' U' F2 U' F' R2 U' F2 U' B2 L2 D2 B2 U2 F2 L';2020-03-16 13:22:37;14.24
233;13.83;;F D2 R2 D2 F2 R2 U2 F2 L2 F' U2 F2 D' F' R2 D2 F2 L' B D' F';2020-03-16 13:23:00;13.83
234;10.92;;D' B D F2 D2 L F L U' R2 D' R2 B2 U' B2 L2 F2 D F2 D2 L;2020-03-16 13:23:24;10.92
235;10.89;;U2 R2 B2 U2 B2 D2 F L2 R2 U2 F L D U L' D2 U' F U B2;2020-03-16 13:23:48;10.89
236;11.43;;R' F' L2 U' L' U B' D2 F R2 U' L2 D' B2 U D2 L2 D L2;2020-03-16 13:24:08;11.43
237;14.82;;L B2 L F' R2 U L' D F' U2 R2 F2 U' R2 B2 D' L2 D' L2 U2 L2;2020-03-16 13:24:32;14.82
238;12.21;;F B U R L2 D L2 D' R2 L F2 D2 R U2 L U2 D2 R' D2 F;2020-03-16 13:24:56;12.21
239;9.61;;R B2 F2 D F2 U' B2 D F2 U' F2 D2 B2 F' L2 R U' F U' R2;2020-03-16 13:25:19;9.61
240;10.56;;R2 F' R2 F2 D' B2 L2 U2 F2 R2 U L2 F2 U' F D2 F2 D' L F U';2020-03-16 13:25:39;10.56
241;13.63;;D' R B2 D2 L2 U2 B L2 F' L2 F' R2 F2 L2 R U R2 U2 B R' B';2020-03-16 13:26:02;13.63
242;8.84;;F2 R2 D B2 L2 R2 U B2 D2 L2 U2 R2 B L' D L U R2 U2 R2 F2;2020-03-16 13:26:28;8.84
243;13.25;;B L' R2 D2 L2 F' R2 B2 F' R2 U2 F' R2 U B' L' F2 D B' F';2020-03-16 13:26:52;13.25
244;11.86;;B2 D' R2 F2 U L2 D' B2 F2 R2 F' L' D' L' R2 B2 L2 U B' L';2020-03-16 13:27:17;11.86
245;14.06;;L' U2 R B2 D2 B2 R2 B2 R U2 R' B2 U L' B2 D' B R2 F' L F';2020-03-16 13:27:44;14.06
246;10.25;;U' B2 L2 R2 U F2 U2 R2 B2 U F D2 R' B R2 D' L2 B' L R2 U;2020-03-16 13:28:14;10.25
247;11.63;;U2 F2 D2 B2 U' B2 D' F2 U B2 D' R2 F L R' U' B' F D' R' U2;2020-03-16 13:28:37;11.63
248;13.01;;F2 U B2 F2 U L2 B2 D2 U B2 D' B' L2 D B L F' D2 F2 R' U;2020-03-16 13:28:58;13.01
249;12.03;;U B2 R2 D L2 D' R2 U2 F2 L2 D' F' U2 L D2 B' F U2 B' L D';2020-03-16 13:29:31;12.03
250;9.38;;D2 L' U F L B2 R B' R2 U D B2 R2 U B2 U L2 B2 U2 B R2;2020-03-16 13:29:52;9.38
251;13.00;;F2 D' F' L B2 U' F' R U2 R' F2 D2 B2 L F2 D2 R D2 F2 B' L2;2020-03-16 13:30:14;13.00
252;8.91;;F R' D L2 U' F2 U' R2 D B2 R2 B' L R U F2 L D2 B';2020-03-16 13:30:42;8.91
253;13.97;;L2 D2 F L2 F' D2 F2 D2 R2 F' U2 F' D F' D U R F2 L U F';2020-03-16 13:31:04;13.97
254;10.59;;U L2 F R2 L' B2 U R2 F' D2 B' U2 F' D2 R2 B D2 B' R B;2020-03-16 13:33:20;10.59
255;12.60;;R2 D F' U2 R2 F' R' B U2 D2 R2 B2 D2 L2 B U2 L2 B R F2;2020-03-16 13:33:42;12.60
256;14.10;;B' R U' L2 U L2 R2 U B2 F2 D' B2 U' R' B2 D2 B' L R2 B;2020-03-16 13:37:13;14.10
257;14.62;;U' R B2 D2 R2 U L2 B2 D B2 F2 D L' F L' U2 L D' L2 B' D';2020-03-16 13:37:39;14.62
258;11.43;;D' B2 U R2 U' B2 L2 U R2 U2 F2 R' D' B' F' L' D' L2 R' U R;2020-03-16 13:38:03;11.43
259;10.28;;U B' D2 L2 B' R2 D2 F' D2 F2 R2 F' D F' U R D' R2 B L2;2020-03-16 13:38:27;10.28
260;9.91;;L' B U2 F2 U2 F2 R' B2 L' F2 R' U2 L B U' R U2 R F2 D2;2020-03-16 13:38:49;9.91
261;12.60;;L D R B2 D R F B' U R2 U2 R' U2 L B2 L' D2 B2 L F2;2020-03-16 13:57:34;12.60
262;12.42;;L' R2 D2 F2 U' R2 F2 R2 D' U' R2 F L2 D' F' D2 L F2 L;2020-03-16 13:57:58;12.42
263;9.41;;U' L' B2 L2 D L2 B2 R2 B2 F2 D2 U' B R' D B R' U' R;2020-03-16 13:58:53;9.41
264;11.88;;U R' U' B2 D F2 L2 F2 R2 D U2 F2 L2 R2 F L R2 B2 R B' R;2020-03-16 13:59:15;11.88
265;15.32;;U' B' R U' L' F R' U2 L2 U2 L2 B2 D' B2 U' F2 D2 L2 R U;2020-03-16 13:59:38;15.32
266;11.88;;B L U2 B R D R' F2 D' B2 D2 L' U2 R2 D2 R B2 R F2 R;2020-03-16 14:00:03;11.88
267;14.56;;L2 F2 R2 B2 U2 B' D2 U2 B' D2 F' U' R U L2 U' F' L U B2 U2;2020-03-16 14:00:24;14.56
268;9.56;;B R2 B' R2 B D2 B2 L2 B' R2 U' B2 D U2 L' B' R2 B2 U;2020-03-16 14:01:16;9.56
269;14.82;;B D' R F D L U D R2 B2 L2 F2 R' B2 R F2 U2 L2 U2 L B';2020-03-16 14:01:37;14.82
270;14.43;;D B2 D2 R2 U R2 U' B2 F2 R2 D2 B D U2 F L' R' U' R2 B L2;2020-03-16 16:41:13;14.43
271;10.73;;R2 F R' U F2 R2 L' F2 U2 R2 U2 F D2 F U2 F2 U2 F D' R';2020-03-16 16:41:40;10.73
272;21.64;;D L2 U2 B' U2 F2 U2 F L2 F U2 L2 U L' D U L2 F' L R;2020-03-16 16:42:14;21.64
273;14.19;;L' F D2 L2 B' U' R' B R2 B2 U2 L2 F2 D2 L' U2 D2 L' F2 B';2020-03-16 16:42:48;14.19
274;10.62;;U2 B2 U2 L' F2 R U2 F2 L' B U' R' U' B L2 F' R' F;2020-03-16 16:43:21;10.62
275;9.29;;B' D2 B' U2 F2 D2 B' D2 F' D2 L2 U R D2 B' F2 R2 D' F2 U2;2020-03-16 16:43:48;9.29
276;13.36;;R U' F B R D2 R U R' D L2 F2 U2 D' L2 U2 B2 R2 F2 U' L2;2020-03-16 16:44:05;13.36
277;10.48;;U' R2 U L2 U B2 U2 B2 F2 D' L D' R' F' U R2 F' D2 F';2020-03-16 16:44:50;10.48
278;10.98;;R F' R2 U B D L' U L U2 L B2 U2 L' B2 U2 L U2 R B2 D';2020-03-16 16:45:13;10.98
279;11.18;;U' R2 U' L2 B2 D2 R2 F2 D2 F2 R' U F' R2 F2 L' U2 R2 B;2020-03-16 16:46:03;11.18
280;11.29;;B' R2 B2 U B2 U' B2 L2 D2 L2 D' R2 L D L2 F2 D' R2 B L' D';2020-03-16 16:46:24;11.29
281;15.21;;D2 L2 D2 L2 D' L2 D' F2 U2 L2 R B2 L D' R F2 U2 B' R' D';2020-03-16 16:46:46;15.21
282;12.10;;D2 F' D2 L2 B' U2 F' L2 B D2 F2 D' L' R2 U L2 F' U L R;2020-03-16 16:47:10;12.10
283;10.35;;L R2 U2 F2 D B2 U' B2 D F2 L2 D B L2 F' D B2 U' B R' B2;2020-03-16 17:32:45;10.35
284;10.19;;U' L' B' U' D' R2 B U B F2 D2 R2 U' R2 D' F2 D L2 F2 U';2020-03-16 17:33:07;10.19
285;13.02;;F' R D2 U2 R2 B2 F' R2 B L2 R2 D2 F R' U' B' L' B' D' U F';2020-03-16 17:33:28;13.02
286;12.69;;B' R' D2 B U B D' L' U2 R2 L2 U' R2 U' L2 D R2 L2 D R D2;2020-03-16 17:33:52;12.69
287;14.22;;B L2 B' L2 F' L2 U2 B D2 U2 F R2 U B R' U B2 R U L B';2020-03-16 17:34:13;14.22
288;11.99;;F2 L2 R2 D2 F2 L2 R2 U' R2 D' U2 L' B R' U B' L' D2 F2 U;2020-03-16 17:35:23;11.99
289;13.02;;U2 B' D2 F' D2 U2 B' R2 F' R2 U' R' F' D B' R' U2 L' R D';2020-03-16 17:35:46;13.02
290;10.44;;B2 D F L' D F D R U2 B2 L B2 R D2 R' D2 R' D2 L' B' D';2020-03-16 17:36:11;10.44
291;12.01;;D' L2 U2 F2 U' R2 U B2 D R2 U L' B' L2 D L2 B F2 D' U2;2020-03-16 17:36:33;12.01
292;11.81;;F D2 B U2 R2 B' L2 F R2 F' D2 B U L' B2 L B2 R2 D2 B' F;2020-03-16 17:36:55;11.81
293;9.83;;L' F2 R U' R' B' R B' U' F' R2 B U2 D2 F2 U2 L2 F' U2 R2;2020-03-16 17:37:17;9.83
294;11.54;;R' U' F D2 B U' D2 B R B2 R F2 L F2 U2 F2 B2 R2 L B;2020-03-16 17:37:36;11.54
295;11.45;;B' U2 R2 D2 F' R2 F' D2 B2 U2 B2 L2 D' B R' U B2 D' B2 L' R;2020-03-16 17:37:59;11.45
296;13.09;;F B D R2 L D F2 B' L F2 U2 F2 U2 F' U2 F L2 F2 U2 L2 B;2020-03-16 17:38:24;13.09
297;10.84;;R2 B' R' D2 R' U2 F2 R D2 R2 U2 L2 F' R' D' L' B L2 B' L2;2020-03-16 17:38:48;10.84
298;10.62;;R2 D F2 D2 R2 F2 D' R2 U' R F U2 B' L' D2 L' R' U L';2020-03-16 17:39:10;10.62
299;10.00;;B2 U2 L B2 L F2 L2 U2 F2 R' D L2 B U2 L U' B' L2 U;2020-03-16 17:39:29;10.00
300;9.67;;U' D' R F L' F D' L2 D L' U2 L' B2 D2 L2 U2 R D2 F2 U2 R2;2020-03-16 17:39:51;9.67
301;10.46;;L2 B L U' F B2 U' R2 L U2 F2 D R2 D R2 B2 D F2 D' F2 U2;2020-03-16 17:40:11;10.46
302;10.71;;R2 F2 U L2 B2 D2 R2 F2 D F2 B' D B R2 U' L D B2 R2;2020-03-16 17:40:32;10.71
303;10.33;;D2 F' R U' L2 U2 R2 U F2 D' L2 U B2 F2 L' U' L' U' R' D' B;2020-03-16 17:40:54;10.33
304;12.71;;U2 F' R' L2 B L' F' B2 U2 D R2 D2 L2 D' B2 D F' B2;2020-03-16 17:41:18;12.71
305;11.90;;F R2 D2 B2 L B2 L B2 L2 D2 R' B2 F U L' D2 R F2 D F';2020-03-16 17:41:40;11.90
306;9.94;;D2 L2 D' F2 R2 U' L2 D' L2 F2 R2 F' D2 B2 L2 D' R2 D2 L' R;2020-03-16 17:42:02;9.94
307;14.23;;F' D' B2 L' D B' L2 U' R2 F2 R U2 L' B2 L B2 D2 L2 D2 L2;2020-03-16 20:44:13;14.23
308;12.72;;F2 R B' D2 L2 B2 R U2 L D2 L R2 B2 D2 U' R2 F D F' D2 B;2020-03-16 20:44:44;12.72
309;11.66;;D2 B2 U' B2 F2 L2 F2 D' B2 F2 L2 R' F2 D' B' F U R D' L';2020-03-16 20:45:12;11.66
310;14.75+;;U' R2 L B' R2 U' B D' B U2 L2 F2 U2 B2 D2 F2 R' L2 B2 R;2020-03-16 20:45:40;12.75
311;15.25;;D' L2 U B2 D B2 D2 L2 U L2 B2 L F2 L F' L' R U2 B2 L;2020-03-16 20:46:47;15.25
312;11.02;;B2 D2 F2 L2 U R2 D' R2 U F2 U2 F' D F U2 R' B U L B2;2020-03-16 20:47:20;11.02
313;11.19;;L' F2 L2 F2 U2 R2 D2 F' U2 F2 R2 U2 L2 R' D R' D F L' F2;2020-03-16 20:47:44;11.19
314;10.93;;B2 D' L2 U2 B2 D L2 B2 U' F2 L D2 U B' D F R F U2 L2;2020-03-16 20:48:09;10.93
315;10.34;;F' L2 B R2 D2 F R2 B U2 R2 B' F2 R' B D' U' F' R2 U2 R';2020-03-16 20:48:37;10.34
316;15.06;;B2 L2 F2 L2 F' R2 D2 F' U2 F' D B' D' B2 F L D' U2 B';2020-03-16 20:49:27;15.06
317;10.62;;B' F2 D2 F R2 F' L2 D2 L2 B2 F' L' B' L' R' D' L2 F D';2020-03-16 20:50:02;10.62
318;11.82;;B L2 D U2 R2 D' B2 F2 U R2 F L' F' U' R B2 R B;2020-03-16 20:51:50;11.82
319;14.01;;B D2 L2 B L2 D2 B L2 R2 D2 L2 F U F2 L' B U' L' B2 L2 U;2020-03-16 20:52:18;14.01
320;13.03;;F' L' U B U' F' D' L' U' F2 R2 F' B2 D2 R2 F2 D2 L2 F2 D2;2020-03-16 20:52:51;13.03
321;14.58;;D' R2 F2 L2 F2 R2 U R2 D2 F2 R2 D' L' D L2 R U2 B' F' D R2;2020-03-16 20:56:22;14.58
322;12.33;;L2 F2 U F D2 F2 B' R' B D' F2 D2 F2 R U2 L2 F2 R F2 U2 L;2020-03-16 20:56:54;12.33
323;10.71;;D F' R2 D' F2 U B2 U' R2 F2 U' B2 U' R' F' D' F L2 R2 U2;2020-03-16 20:57:17;10.71
324;10.46;;U2 L' F U D L' F D' B U R2 F2 U' F2 B2 U2 F2 U F2 D;2020-03-16 20:57:42;10.46
325;11.22;;L2 F2 U2 R D2 U2 R B2 R F2 R D B' L B2 L2 R U' L' B';2020-03-16 20:58:10;11.22
326;10.46;;U2 F2 U2 F2 U2 R L2 B' R2 F2 L2 D R2 U2 L2 D' F2 D F2 B;2020-03-16 20:58:34;10.46
327;11.34;;D B2 R2 B2 L2 R2 U L2 B2 U' L' B R' F R U F R' F L;2020-03-16 20:58:56;11.34
328;10.91;;R B' R L2 D B L' B2 L2 U' B2 D' L2 B2 L2 D2 L2 U B' D;2020-03-16 20:59:18;10.91
329;15.68;;B2 U2 L F' R' L' F2 U D' B' U' R2 U' R2 U B2 L2 D L2 B2 R2;2020-03-16 20:59:44;15.68
330;10.86;;U' B2 U2 B2 L2 U' L2 F2 U' L2 U2 B2 R' D R2 F D2 L2 F' R B';2020-03-16 21:00:35;10.86
331;11.49;;R' B' R B2 U2 R2 U R2 F2 U2 B2 D U' F' D L' B2 U R U';2020-03-16 21:00:57;11.49
332;12.60;;R2 D2 F2 U L2 D L2 D' F2 D' B2 L2 B F2 L' R' D' B' L' F D2;2020-03-16 21:01:20;12.60
333;10.30;;R2 F2 U2 F2 R' U2 L' F2 R B2 D2 F' R U' B2 F2 D' R' U R';2020-03-16 21:01:45;10.30
334;11.56;;B R2 B L2 F2 R2 B' D2 L2 D2 U' R B D B U' B2 R F;2020-03-16 21:02:12;11.56
335;12.71;;R' F2 D2 B' U2 F' L2 B D2 B2 D U' R' U F D2 U' B D;2020-03-16 21:02:33;12.71
336;10.84;;U2 R2 D2 F R2 F U2 B2 F U2 L D2 U F' L D B R2;2020-03-16 21:03:04;10.84
337;10.80;;D F2 D' R2 D B2 U' L2 R2 U' F2 B' R B2 F2 L2 R' D' R' U' L2;2020-03-16 21:03:25;10.80
338;11.63;;U2 B2 U2 R B2 L' B2 R2 B2 F2 R F2 U F R' U R D L2 B2 D2;2020-03-16 21:04:32;11.63
339;11.00;;U' B2 D B2 D2 R2 U' B2 F2 L2 U2 R B R D' L' F2 R2 D' F U';2020-03-16 21:04:51;11.00
340;15.19;;L' F' R' B L' D' R' B2 L' D F2 B2 D R2 U' F2 U F2 D L';2020-03-16 21:05:11;15.19
341;11.76;;R2 D2 F' U2 R L B2 D' F R2 B2 D R2 U F2 B2 L2 U' B2 R2 U';2020-03-16 21:05:35;11.76
342;11.54;;F2 R2 B2 D2 R2 D' F2 U B2 U' B2 L' F' L F2 R F L R F;2020-03-16 21:05:57;11.54
343;14.04;;R F R2 D2 L2 F' U' L' D' L2 D R2 U F2 R2 U' B2 D L2 U' L';2020-03-16 21:06:18;14.04
344;13.65;;U B R' U2 F L2 U R B U B2 D L2 F2 U B2 L2 B2 R2 U B2;2020-03-16 21:14:44;13.65
345;17.28;;F B2 D2 L2 U F2 D R2 F2 D' U2 R D U2 B2 R2 F U F';2020-03-16 21:15:08;17.28
346;12.71;;B2 U2 L2 B2 F2 U L2 D' B2 D' R' B R2 B' D U2 R2 U2 R2;2020-03-16 21:18:51;12.71
347;18.63;;R F L' F' D2 F2 R' F D2 L2 D R2 F2 U' B2 L2 U2 L2 D L2;2020-03-16 21:19:13;18.63
348;11.83;;D' R2 U' F2 U B2 L2 R2 U' B2 L2 D2 B' L D' R' B R' B' L B2;2020-03-17 14:43:42;11.83
349;11.52;;L' F B' R F2 U2 D F U' F2 D' B2 D2 L2 B2 D F2 L2 F2 U2;2020-03-17 14:44:05;11.52
350;13.72;;R U' L2 U2 B' D2 L2 F U2 R2 B L2 F2 U B' D L2 F L B';2020-03-17 14:44:27;13.72
351;14.37;;F L F R2 F2 U2 R2 F D2 F L2 R2 D2 B2 R' U' R U2 R2 D F;2020-03-17 14:45:46;14.37
352;9.38;;F' L' U2 R' F2 U2 L' U2 R2 F2 R' U2 R U' L R F U' F2 R' B';2020-03-17 14:46:11;9.38
353;9.54;;B' R2 D2 F2 L' D2 F2 R' B2 R2 B2 R' D L2 U2 B' U B' D2 L;2020-03-17 14:46:56;9.54
354;9.20;;U2 R2 D2 U2 R F2 D2 R2 D2 U2 L' D2 U' B' L2 R F' U B' U2 R2;2020-03-17 14:47:23;9.20
355;11.09;;U2 L' F U' L2 B2 F2 D L2 D2 B2 D2 F2 D' L' D U R D2 R U;2020-03-17 14:47:51;11.09
356;12.37;;B U2 L' U2 R2 B2 L2 U' F2 R2 D' U R2 U' F' D' F L B R2 U';2020-03-17 14:48:13;12.37
357;11.88;;U' F2 D' L2 U2 L2 D' B2 L2 U B' D U2 F L F2 D L U' B;2020-03-17 14:48:33;11.88
358;12.76;;U' B R2 B2 D' F2 R2 F2 D L2 R2 U2 L' B' F' R' D' L2 F L2;2020-03-17 14:49:18;12.76
359;12.46;;L2 R2 D B2 U2 R2 U L2 D L2 D2 F L U' F2 R' B D2 U2 R2;2020-03-17 14:49:40;12.46
360;14.01;;R U' L2 D L2 U R2 D B2 R2 U B2 L' B' L U2 B' L2 F U;2020-03-17 14:50:01;14.01
361;10.89;;F2 R' B2 D2 B2 L' D2 R F2 L2 U2 R' D F' L2 D2 U2 L' D' B2 U;2020-03-17 14:50:26;10.89
362;13.47;;R' D2 B2 F2 R' B2 R' F2 R' D2 R2 D2 F D L' R2 B F L2 D' R;2020-03-17 14:50:48;13.47
363;9.54;;B' D U B2 R2 U B2 R2 U2 L2 R2 F2 R' B F2 D2 U L' R2 D R';2020-03-17 14:51:13;9.54
364;10.80;;B2 R B2 D' L2 D R2 B2 D B2 D2 F2 R U' B' F L2 R' F';2020-03-17 14:52:13;10.80
365;9.96;;D B2 R U2 R' F2 L2 B2 D2 L U2 R' B2 U R2 B D' F L' R D';2020-03-17 14:52:34;9.96
366;11.63;;F' L2 D2 F D2 B' D2 U2 B L2 B U' R2 U R' D' F D R U;2020-03-17 14:52:53;11.63
367;12.13;;L2 R2 D' F2 D2 U B2 U' B2 R2 U' R' B L' D B R' U2 F D;2020-03-17 14:53:14;12.13
368;15.60;;D R' B L2 D R2 F2 D' R2 D R2 U L2 D F' D R F' D2 U2 R;2020-03-17 16:54:24;15.60
369;10.46;;D2 L2 F2 U' L2 D' L2 R2 U' B2 D U2 L' D R B' R2 D' L F2;2020-03-17 16:54:48;10.46
370;12.60;;U2 R2 F2 D2 B D2 F2 L2 B R B R F D' L' F2 R D' F;2020-03-17 16:55:09;12.60
371;11.70;;D2 R B2 R F2 L F2 R B2 U2 R2 D B2 R U L' U2 R' B R B2;2020-03-17 16:55:33;11.70
372;21.39;;U2 R F' R2 U' L D' L' D' F' D2 L2 D2 F2 U2 F' D2 F' L2 D2 R2;2020-03-17 16:56:00;21.39
373;11.65;;U2 B2 D B2 F2 L2 D2 R2 U' R2 U' R D F2 U2 B' F' R' U' B2 R2;2020-03-17 16:56:32;11.65
374;9.54;;D2 L2 F' L2 F D2 L2 F2 L2 B F2 D2 R D L D2 L B' L' R' D2;2020-03-17 16:57:52;9.54
375;9.15;;L' D2 B D L' U L' D' R' B' U F2 R2 D F2 D R2 L2 F2 D2 F2;2020-03-17 16:58:12;9.15
376;10.86;;D2 R' B2 D2 R F2 R' U2 L B2 L' U2 D' B' U' R' D2 B F2 U2 B2;2020-03-17 16:58:31;10.86
377;12.82;;L2 B D' B2 D' L2 F2 U' B2 F2 D' B2 D2 B R2 B' L B' R' D F;2020-03-17 16:58:56;12.82
378;10.62;;D B2 F2 D' B2 L2 F2 U F2 D F R B' F D' U2 B' L' D U;2020-03-17 16:59:18;10.62
379;10.01;;R' F' L2 U R2 B2 D' L2 U2 F2 D' F2 B R U' R D' F U2;2020-03-17 16:59:39;10.01
380;12.69;;L' D' U2 B' R2 F2 R2 B' R2 D2 F' R B' F2 R' D F U';2020-03-17 16:59:57;12.69
381;10.28;;R2 D R D2 B' U L U2 F' B2 U' B2 U' L2 D F2 U' L2 U R2 U;2020-03-17 17:00:20;10.28
382;10.82;;R D' F' U D2 R D R2 F R' F2 D2 L D2 F2 B2 L F2 D2 L';2020-03-17 17:00:43;10.82
383;14.19;;D2 U' R2 B2 D2 F2 U L2 R2 B2 R2 F U2 R' D F' U L' B' D2 R;2020-03-17 17:01:04;14.19
384;13.11;;F' U' F2 L B2 L' R2 U2 R2 U2 B2 L2 U' B2 L R F' L2 R2;2020-03-17 17:01:29;13.11
385;9.45;;L' F2 R D2 U2 L B2 F2 R D2 L' B U2 F L' D' B F2 R' F';2020-03-17 17:01:53;9.45
386;10.21;;B' D L2 B U2 R2 B' D2 L2 F' L2 F' D2 F' R' B' F R2 U' B' U;2020-03-17 17:02:13;10.21
387;7.58;;B' D B R2 U L2 D' U2 L2 R2 B2 U B2 L2 F R D2 L D U L2;2020-03-17 17:02:36;7.58
388;11.85;;F2 D2 L2 B2 F U2 R2 B' L2 D2 F' D' R B2 U L2 B D' U2 B2;2020-03-17 17:02:59;11.85
389;9.02;;D2 B2 U B2 R2 D2 B2 D' B2 D' R' B2 L2 D' B2 D' B U2 R2;2020-03-17 17:03:31;9.02
390;9.11;;U D2 L B' U' R' B F2 D2 R' D2 L U2 L' U2 R' U2 R U' R;2020-03-17 17:03:55;9.11
391;10.37;;R' D L2 B2 D2 F2 U2 L2 F R2 D2 L' D' L' U2 R' F U2;2020-03-17 17:04:50;10.37
392;9.78;;L2 F' D' L F U2 L' D' F2 U F2 D2 B2 U' F2 R2 D' L2 B2;2020-03-17 17:05:52;9.78
393;10.57;;B' R2 U' B2 U R2 B2 D2 U' F2 R2 B' R D U' F2 R2 F' L;2020-03-17 17:06:12;10.57
394;14.87;;D' F R L2 B2 L2 B' R2 B' R2 U2 R2 F U L' D2 F2 D R' U;2020-03-17 17:06:33;14.87
395;13.30;;F2 D2 L2 R D2 R2 B2 U2 B2 U2 L' B' R2 U L B F D L2 D;2020-03-17 17:06:58;13.30
396;12.60;;F' B U D R' U F2 L' F' U2 B' R2 U2 B2 D2 R2 F2 U2 R';2020-03-17 17:07:22;12.60
397;16.17;;U' R' U F' L2 U' F R L U2 D2 R' U2 F2 U2 L2 B2 L2;2020-03-17 17:07:46;16.17
398;12.89;;L' F2 L' R2 F2 D2 U2 R U2 B2 U2 L' U F' D B' U L' B' D' R';2020-03-17 17:08:14;12.89
399;11.81;;F' D2 B U2 R2 B' R2 D2 B' L2 R' F2 D L U F' L2 U2 B R';2020-03-17 17:08:35;11.81
400;12.66;;D L2 B2 R2 D L2 D2 B2 D' B2 F2 L' F' L2 B R2 U' R D B' R2;2020-03-17 17:09:16;12.66
401;11.38;;R D2 L2 U' L2 F2 U R2 D2 B2 U' R2 F' R2 U' B' L' D2 U2;2020-03-17 17:10:16;11.38
402;10.39;;D2 L D F' R L2 F2 L B' L2 D F2 B2 U' R2 B2 U2 B2 R2 B2;2020-03-17 17:10:36;10.39
