No.;Time;Comment;Scramble;Date;P.1
27;13.39;;D B2 F2 R2 D' L2 B2 R2 B2 U' F2 L' F2 L2 F2 R' U F' R' U;2020-03-02 18:46:23;13.39
28;11.45;;F L2 B' D2 U2 B' D2 B L2 D2 B2 R' B U L2 R' U' R' F2 U2;2020-03-02 18:47:40;11.45
29;12.90;;D L2 D2 L' F2 D' F D2 R2 D2 L2 U' L2 U R2 F2 U2 F2 L F';2020-03-02 18:50:37;12.90
30;11.03;;R' U' R' F B2 R B' U' L' F U2 L2 D2 L2 F' D2 F B2 D2 R2;2020-03-02 18:51:31;11.03
31;13.87;;L' F2 D2 F2 R2 F2 L F2 R' D2 L' U F D B' D2 B' L2 U2 R';2020-03-02 18:52:25;13.87
32;9.43;;R' L2 B2 L2 D2 R2 U' R2 B2 D' R2 D2 R' F D' L2 U' L' R2 F';2020-03-02 18:52:54;9.43
33;12.44;;F2 U' F' D2 F2 R2 D2 F U2 L2 F' U2 F L2 D U2 R' U2 R' B' L';2020-03-02 18:54:19;12.44
34;12.32;;B' D2 R F B2 D' F2 B' D L' U2 L' D2 R' F2 D2 F2 U2 R' U2 F2;2020-03-02 18:54:41;12.32
35;11.79;;L2 F D2 F R2 D2 B L2 F2 U2 R U' F L D2 U L D' U2 F2;2020-03-02 18:55:02;11.79
36;11.12;;U F' U2 F D B L' U' L' D2 B' L2 F R2 U2 F2 B L2 B2 R2;2020-03-02 18:56:29;11.12
37;11.56;;R' U2 B' F2 U R2 U' L2 U' F2 D B2 D2 B' R U B2 F L U';2020-03-02 18:56:48;11.56
38;12.38;;U' R2 U' B2 L B U L' U2 R2 B D2 F2 B U2 F' L2 B' L2 F2 D';2020-03-02 18:57:09;12.38
39;10.14;;R2 B2 R2 U R2 D2 U F2 U B2 U' F2 L' D' L2 D' F' R D F' D2;2020-03-02 18:57:31;10.14
40;12.05;;R D B2 R2 D2 L' U2 R D2 F2 D2 R' B2 L' D' L U' F' U B R';2020-03-02 18:57:55;12.05
41;11.89;;B R2 F' L2 U2 R2 U2 B L2 B2 R2 F' U' L F R D2 U' B L2 D';2020-03-02 18:58:35;11.89
42;14.68;;B L' F2 R' F2 U B2 L2 F R2 U2 B D2 B U2 R2 B U B';2020-03-02 18:59:06;14.68
43;13.53;;B U2 B D2 B2 D2 L2 F' U2 F U2 D R2 F2 L D' F' R' U' L B';2020-03-02 18:59:51;13.53
44;11.24;;R B' D2 F' D2 U2 F R2 U2 B2 L2 D2 U R F2 R B2 U L2 B';2020-03-02 19:00:15;11.24
45;10.60;;D2 L' B' U F D R' F L' F2 R2 B' L2 U2 F L2 D2 B L2 B';2020-03-02 19:00:38;10.60
46;11.60;;F2 U' B' L' F B2 R' L' B' U2 B2 U' L2 D B2 U2 L2 B2 U R2 D';2020-03-02 19:01:02;11.60
47;13.93;;R' F D' R2 D L2 U B2 D' R2 U B2 F2 U2 F' R F' D' R' D2 L2;2020-03-02 19:01:30;13.93
48;11.60;;R2 D2 L R F2 D2 L D2 B2 R D2 L U' L B' U' B' D' L B2 F';2020-03-02 19:01:56;11.60
49;12.99;;D B D L2 F U R F' D R D2 R2 U2 D2 F2 U2 R2 L F2 R D2;2020-03-02 19:03:05;12.99
50;15.65;;R B' L2 B2 L2 U2 F' L2 B' U2 F' D2 F2 R D B U2 L2 R U;2020-03-02 19:03:26;15.65
51;13.80;;F U2 R2 U F2 U F2 L2 D L2 B2 D' R' D U B L R2 B' D2 U2;2020-03-02 19:11:30;13.80
52;12.23;;F D' B D2 R2 B D' R' B' F2 U2 L F2 R' U2 R2 D2 R2 B2 D2 B2;2020-03-03 14:58:37;12.23
53;12.46;;F U2 L2 F R' L' U' F' D' R2 B U2 B L2 F2 B U2 D2 F' U2;2020-03-03 14:59:03;12.46
54;10.28;;D' B2 F L B2 L2 F2 D2 R F2 L' U2 F' L2 F2 D R F' L';2020-03-03 14:59:46;10.28
55;9.89;;L F2 L F L B2 U' F R2 B L2 F' R2 U2 B' D2 B R2 U R';2020-03-03 15:00:24;9.89
56;13.84;;D' R' B2 L D F B' D' R2 U L2 U' F2 U' L2 B2 R2 B2 D R' B2;2020-03-03 15:00:47;13.84
57;11.11;;L' B2 L2 R' U2 F2 L2 B2 R' F2 R F U F' R' F D' R B' L2 F2;2020-03-03 15:01:12;11.11
58;14.40;;F' L B D2 F2 R D2 L F2 R2 F2 L2 R' U R' D' U F2 D2 R;2020-03-03 15:01:31;14.40
59;13.70;;B2 L2 B2 L2 D2 F' D2 R2 F U2 D' L R2 D2 F' R2 F' U F2;2020-03-14 17:08:03;13.70
60;13.57;;R D2 B' D2 R2 U L2 U2 F2 D2 B2 U2 B D U' R F' U2 R;2020-03-14 17:08:37;13.57
61;13.97;;U L D2 L2 U' F2 U2 L2 F2 U F2 U' L2 D' B L R2 F' L F2 R;2020-03-14 17:09:14;13.97
62;11.76;;L2 D R2 U L2 U2 R2 B2 U L B' L2 U B2 R D F D U;2020-03-14 17:09:47;11.76
63;12.22;;D' F' D B2 F' U2 F' U2 L2 D2 L2 U2 F' D2 U L2 U R D' B' F;2020-03-14 17:13:23;12.22
64;14.10;;B' D F' B' L' U2 B U2 R' F2 L2 F2 D2 R2 U2 B2 R F2 R' U;2020-03-14 17:14:33;14.10
65;13.11;;D2 B D L2 F' U2 L U D' L2 D B2 R2 L2 U2 F2 L2 U R2 L F';2020-03-14 17:14:59;13.11
66;13.37;;L D2 L B L' U2 D' R' U2 F2 U2 F' R2 U2 B' R2 B2 R2 U2;2020-03-14 17:15:29;13.37
67;10.18;;L' F R2 U R2 B U' D2 F' R2 D2 L2 F' D2 B R2 L2 B L U;2020-03-14 17:16:05;10.18
68;12.79;;R2 B' R2 U R2 D B2 R2 F2 U B2 F2 D' F U2 F2 R' D' L U R;2020-03-14 17:16:36;12.79
69;14.06;;L' B' D2 B' R' D' F' R2 U L2 U2 L2 D2 B2 U L2 U2 F U2;2020-03-14 17:17:00;14.06
70;13.66;;F D' B2 D' B2 D2 B2 R2 U2 R2 U F2 R' F L' R D U' L' B' D;2020-03-14 17:17:30;13.66
71;11.32;;F' R' D2 R2 U2 F L U F2 R D2 R U2 F2 D2 L2 F2 D';2020-03-14 17:17:56;11.32
72;13.39;;D' R' U2 B U2 B' L2 B' R2 F' D2 F L' D' B2 F2 R' F D2;2020-03-14 17:18:19;13.39
73;14.43;;R D2 L2 D2 L2 B2 L2 R2 D2 U' B2 R F' D B2 U B L B2 U;2020-03-14 17:18:45;14.43
74;12.80;;L' D' B2 R D' B' U' R2 F' R U2 D2 R' B2 L' F2 R2 U2 L2 D2 F2;2020-03-14 17:19:14;12.80
75;12.72;;U' B2 U B2 R2 D2 R2 D F2 L2 B' U F2 L F2 U2 L D2 F;2020-03-14 17:19:52;12.72
76;10.81;;L2 U2 D' B' D' F2 R U L' D' R2 D B2 D F2 B2 U R2 D F2;2020-03-14 17:20:48;10.81
77;11.78;;F2 R' B2 U2 L2 R' D2 L2 B' R' F' R2 D' L D' L2 R;2020-03-14 17:21:15;11.78
78;13.11;;R' F B' U R' F' D' R D L2 F2 B2 U R2 D B2 U2 R2 D' R';2020-03-14 17:21:40;13.11
79;13.74;;B' D B2 R F' B2 R D L2 B2 U2 L2 B L2 B2 D2 R2 F' R2 F' R;2020-03-14 17:22:06;13.74
80;12.00;;D2 L' D F2 D2 F2 L2 D2 L2 F2 U F' U' L' R2 U F' D' F2;2020-03-14 17:22:31;12.00
81;14.09;;D L' D2 F2 D2 B2 L F2 L' B2 U2 R D L U B U' B2 F' U2;2020-03-14 17:22:58;14.09
82;9.69;;B2 F D2 B U2 R2 D2 L2 F' D2 L2 R B2 U F R F2 L2 R F2;2020-03-14 17:23:26;9.69
83;11.63;;B' U' L2 B2 L2 D2 B2 U' L2 D2 R2 B2 D' B' D2 L2 R U' F2 L2 D2;2020-03-14 17:23:51;11.63
84;11.59;;U F2 L' D' L D' R B' R' B2 R U2 D2 L' B2 L B2 R U2 B2 U;2020-03-14 17:24:17;11.59
85;16.38;;L2 B2 U2 B' F2 D2 U2 R2 B' D2 L2 F' U' F' R' D' B U' B U2;2020-03-14 17:24:50;16.38
86;10.41;;F U2 F D2 B2 U2 F' U2 L2 U2 R2 B L' R2 D2 U2 F' L' D L2 B;2020-03-14 17:25:20;10.41
87;11.51;;R2 D L D' B D' B2 U L D2 F2 L2 F R2 D2 F R2 B R2 U2 L2;2020-03-14 17:26:28;11.51
88;12.20;;L F D' L2 F' R2 F2 L2 F D2 F' D' F R B L F U2;2020-03-14 17:26:49;12.20
89;14.80;;D' U2 F2 L2 D2 B D2 R2 D2 F' D2 F' L' D' R F' D2 L' B';2020-03-14 17:27:13;14.80
90;12.47;;L B2 D2 R' B2 D2 L B2 L2 F2 R' B2 D L B' D L2 D' R B' F;2020-03-14 17:27:45;12.47
91;9.16;;R U2 R U L' U2 F R2 U F2 D2 L2 D' R2 U R2 B2 U2 R F';2020-03-14 17:28:12;9.16
92;14.75;;F' R2 B L2 U2 R' B' U F2 R' B2 R U2 D2 R F2 L2 U2 B2 R2 U';2020-03-14 17:28:38;14.75
93;10.16;;U2 F D2 R2 F2 D2 B D2 F U2 F' R F2 L U L2 B L U F2 D';2020-03-14 17:29:07;10.16
94;12.15;;B L' D L' U2 F2 B D R2 U' F2 D2 L2 D2 R2 B D';2020-03-14 17:29:28;12.15
95;11.90;;F2 U2 R' B D' L F U B2 U2 R2 F2 R B2 D2 R' L2 F2 L2 U2 F';2020-03-14 17:29:52;11.90
96;12.64;;U2 B2 R' F2 R D2 L R' D2 U2 B L U2 F' R' F R2 F';2020-03-14 17:30:17;12.64
97;11.75;;D2 U2 B2 L R D2 R U2 L' U2 R2 U' B L2 U R B' F U' F;2020-03-14 17:30:45;11.75
98;12.80;;D' B R2 U2 R2 F U2 R2 F' L2 F2 R2 L D' L2 D' R U2 B;2020-03-14 17:31:08;12.80
99;11.44;;U F2 D2 L2 R2 B U2 B D2 L2 F' L2 R D' F2 L2 B2 R' D;2020-03-14 17:31:33;11.44
100;13.08;;U' B2 F2 U' R2 F2 R2 U F2 R2 U2 F U' L R D F' D2 L' F U2;2020-03-14 17:31:58;13.08
101;13.08;;L2 F U' R F L' B2 D' R2 F D2 L2 F B D2 F' L2 B R2 L2 U;2020-03-14 17:32:25;13.08
102;14.50;;D' R F B L' F2 U R2 B2 D2 L' B2 R D2 B2 L2 B2 R D' L2;2020-03-14 17:32:53;14.50
103;9.66;;R2 D2 R' D2 B2 D2 B2 U' L2 D U2 B2 U' F2 R U B' R2 F' L U2;2020-03-14 17:33:22;9.66
104;14.15;;R2 U B2 L2 B2 U' B2 R2 D F2 B L F2 D R' F R U2 L2 U2 R;2020-03-14 17:33:47;14.15
105;14.21;;B R2 U2 F2 U L2 D' B2 F2 U' F2 U' F L D2 F' L R2 B R' U2;2020-03-14 17:34:15;14.21
106;8.83;;B R F2 L2 R' B2 R' D2 B2 D2 B2 R F L' D F2 L B' L D2;2020-03-14 17:34:42;8.83
107;9.77;;L2 R2 U B2 F2 L2 U' L2 F2 U L2 U R' B' L R2 B L2 U' F' D2;2020-03-14 17:35:09;9.77
108;11.20;;B D' F2 U' B2 R' L D' F B2 L2 U2 D2 L B2 L F2 B2 D2 R';2020-03-14 17:36:32;11.20
109;11.40;;U D' F2 B' R L' F' U R B2 U' F2 B2 U F2 R2 U' B2;2020-03-14 17:37:24;11.40
110;12.01;;R F' D2 F2 U2 R2 B R2 F' D2 F2 R U' B' R F D2 L2 D;2020-03-14 17:38:20;12.01
111;12.12;;F2 R' U2 R2 U B2 R2 U' R2 B2 F2 D L2 B' L2 R' B2 D2 B2 R2;2020-03-14 17:38:47;12.12
112;12.90;;L' U' B R U2 D2 R' F2 R2 D2 L2 U' R2 B2 R2 U2 R2 B' D;2020-03-14 17:39:11;12.90
113;11.00;;L' F' D' B U F2 L R2 D2 L2 D2 F' R2 U2 F' U2 F2 R2 B' U' F';2020-03-14 17:39:40;11.00
114;10.76;;B' L2 D2 U2 L B2 F2 D2 R B2 R' B2 L' B' U' B' L2 B F R2 U;2020-03-14 17:40:05;10.76
115;13.70;;L2 U2 R2 F2 U L2 D F2 D' U2 L2 U L' D' B R' U' L' B2 L' B;2020-03-14 17:40:32;13.70
116;15.58;;R F2 U2 B' U' L' U2 F L F R2 F' R2 B2 R2 U2 F R2 D2 F;2020-03-14 17:40:59;15.58
117;11.89;;U L F2 R2 U2 F R2 D2 R2 D2 B' U2 L2 F2 U' F2 R' F' U2 R' F';2020-03-14 17:41:47;11.89
118;13.75;;F' D R F2 B D' F R2 D' B' D2 F U2 B2 R2 D2 B D2 B U2;2020-03-14 17:42:11;13.75
119;10.89;;F2 D2 U B2 L2 D' F2 L2 D F2 U2 L R U F' D' F2 U' B L;2020-03-14 17:42:37;10.89
120;13.68;;D B U F' L F U2 L' D' L2 F2 R2 B2 U2 F2 R F2 B2 U2 B2;2020-03-14 17:43:16;13.68
121;17.59;;U R2 F L2 F' D2 L' D' L F2 R' D2 L2 F2 B2 L' F2 L B2 F';2020-03-14 17:43:43;17.59
122;11.99;;L' U' R' F R2 L B D L2 B' R2 L2 D2 B L2 U2 F2 D2 U';2020-03-14 19:47:03;11.99
123;10.91;;F2 U' R' D2 F2 R D2 L2 U2 L' F2 R D2 U B' U' R' D2 F U2;2020-03-14 19:47:28;10.91
124;11.33;;D' L2 F2 D2 F' B2 R U2 D2 B R2 F2 D2 B2 D2 B' U2 D L';2020-03-14 19:47:50;11.33
125;10.10;;F R B D' L2 F' D L U' B2 R2 B2 D' R2 B2 D2 F2 U R2 D2;2020-03-14 19:48:18;10.10
126;21.32;;F2 U' B2 R2 D' R2 F2 L2 B2 U R2 F' R' U L' F2 U' F' R2 F L2;2020-03-14 19:48:52;21.32
127;11.57;;R F2 L U D F' B2 L' D L2 F2 B' R2 U2 L2 U2 F' L2 F2 U2;2020-03-14 19:49:31;11.57
128;14.33;;F2 R2 B' U2 L2 U2 F' L2 D2 R2 U B' R' D' U' B L2 D2 R U2;2020-03-14 19:49:55;14.33
129;14.16;;L F2 R2 B U2 B L2 U2 F' D2 F2 R2 L D2 B' L2 D' F L R;2020-03-14 19:50:24;14.16
130;12.91;;R' L2 B' D2 L2 B F L2 U2 B L2 F U L' R' U L2 B2 U B F;2020-03-14 19:50:55;12.91
131;11.21;;B' L2 U2 F2 U2 R2 B L2 R2 D2 R2 L' B R D2 R2 F2 D B R2;2020-03-14 19:51:21;11.21
132;11.38;;L2 B2 U' B2 L2 R2 D U F2 U L' F' U' F R' D F' L D F2;2020-03-14 19:51:46;11.38
133;10.85;;U B2 L B D F D' F' R U2 R F2 R' F2 D2 L F2 B2 R2 F;2020-03-14 19:52:11;10.85
134;11.05;;F R' B2 L U2 R' B2 L U2 B2 D2 L2 F U2 R F2 D' B L2 U2;2020-03-14 19:52:34;11.05
135;10.54;;F' R2 B2 R2 D U2 F2 D' F2 R2 U2 F2 R2 L' D' L R2 B R F' R2;2020-03-14 19:52:58;10.54
136;11.36;;R2 U2 F2 U' L B R F2 L' B D2 B U2 R2 D2 B U2 R2 B2 L2;2020-03-14 19:53:30;11.36
137;9.53;;F2 U' D2 L' F U2 D' L' F D2 F' U2 R2 D2 L2 D2 B' L;2020-03-14 19:53:56;9.53
138;13.85;;F B2 R' F U F D R B' L2 U D2 R2 B2 D B2 U L2 U' B2 U2;2020-03-14 19:54:21;13.85
139;14.72;;D2 R U L2 D R2 D F2 D2 U L2 B2 F' U2 R B D' U2 L U2;2020-03-14 19:54:57;14.72
140;12.87;;F2 L' B2 U' B2 F2 U' R2 U' F2 D' R2 U2 R2 L' U' L B D2 F' L;2020-03-14 19:55:25;12.87
141;11.70;;F2 U L2 F U2 F L2 U2 F L2 B2 U2 B' D' U' R' B' D' R2;2020-03-14 19:55:56;11.70
142;11.11;;L2 U R2 U' B2 D F2 D' F2 L2 B U' F2 L' U' R' F R2 F2 U';2020-03-14 19:56:21;11.11
143;17.24;;L2 B2 R2 F2 L B2 L' U2 R2 B2 D2 F R' D2 B U' L2 F' R;2020-03-14 19:56:46;17.24
144;12.95;;B L2 R U2 R' F2 U2 B2 D2 R' D2 B2 D F D' B2 U R D' L;2020-03-14 19:57:16;12.95
145;14.72;;F' B' R2 U D L U R2 B R2 U2 R2 D2 B' L2 B D2 L' F;2020-03-14 19:57:43;14.72
146;14.80;;B' U R2 D B2 D' L2 U' F2 D2 L2 B2 R2 L D B' L2 B' L2 R' U';2020-03-14 19:58:12;14.80
147;10.93;;L2 D' R2 D L2 B2 U' R2 U B2 R2 F R' B F2 U' F' R U2 B' U;2020-03-14 19:58:40;10.93
148;16.07;;F U F U2 R U' B R F' D' F2 R2 F2 D R2 U B2 D' R2 D';2020-03-14 19:59:04;16.07
149;10.78;;L F2 R' U2 L B2 U2 R B2 L2 D2 R' F U' L' D2 L' D' F' R2;2020-03-14 19:59:33;10.78
150;11.85;;U2 R2 B2 D' L2 B2 U' L2 U' B2 D' L2 F U2 R D' B2 F2 L2 F2 L;2020-03-14 19:59:56;11.85
151;11.96;;L2 D' L' R2 U2 L2 B2 L2 D' R2 D L2 D' B2 F' D F L B' D L';2020-03-14 20:00:23;11.96
152;18.70;;F2 D R2 D' F2 R2 U' B2 U' R2 U B' R F2 L2 D' B L R B2 U';2020-03-15 17:45:34;18.70
153;13.05;;L F L2 B' D2 U2 R2 F L2 F R2 U' B L D2 B D2 R' U2 B;2020-03-15 17:46:06;13.05
154;11.59;;D L2 R2 D2 F2 L2 R2 U F2 D' B2 L B' R D2 F2 L2 R' F' U;2020-03-15 17:46:38;11.59
155;12.96;;U2 B R2 U' F' D2 R F L' D2 F L2 D2 F2 L2 U2 F;2020-03-15 20:25:57;12.96
156;13.20;;L2 F2 L2 F2 U2 B2 U2 L F2 L U2 R2 B L' U' L B U F' L R;2020-03-15 21:04:46;13.20
157;14.87;;R2 B2 L2 B U2 R2 F' R2 D2 B D2 F' R D' F L2 B' L2 U2;2020-03-15 21:05:26;14.87
158;13.38;;U F2 R2 F2 D F2 L2 D R2 F2 U2 R2 B D L' B' R' U' B2 D2 F2;2020-03-15 21:05:54;13.38
159;11.29;;L D2 U2 L D2 B2 D2 F2 R2 D2 U' L2 F L2 U' F' U2 R D';2020-03-15 21:06:36;11.29
160;13.45;;D2 R U' B' U2 F L' F2 L2 D2 R2 U2 B' D2 R2 F U2 B' R2 U B';2020-03-15 21:06:56;13.45
161;12.69;;B' D F2 L2 U' F R' U2 D F2 U2 R2 F2 L2 F2 U F2 B2 U2 B R;2020-03-15 21:07:59;12.69
162;8.52;;U L2 F D2 U2 F L2 D2 R2 D2 B' R B2 F D' L D2 F R';2020-03-15 21:08:23;8.52
163;10.66;;U' L U2 R2 D B2 U' L2 F2 U' B2 D' U' L U' B' L' R' F' L2 F;2020-03-15 21:08:43;10.66
164;11.50;;L2 R2 D2 B' D2 R2 F' R2 B F' L B2 R F' R D B F' L2 D';2020-03-15 21:09:07;11.50
165;11.09;;R2 U R' U2 R2 B' R2 D2 B F2 D2 B' F2 L' R' F U B2 F' U2;2020-03-15 21:09:37;11.09
166;11.27;;D' F2 D2 F2 R2 D' F2 R' F R2 F B U2 B' R2 F U2 R2 U2 F';2020-03-15 21:10:05;11.27
167;15.03;;R U2 F2 U2 F' U2 L2 R2 F' U2 R2 F' D' L' F2 U2 L2 D' F2 U;2020-03-15 21:10:31;15.03
168;11.65;;R2 D2 R' L' D' R' F' D' F2 D2 L2 U2 R' F2 R D2 B2 U2 B2;2020-03-15 21:11:04;11.65
169;11.34;;R F2 L2 B L' U' D2 B2 R' U2 D2 F R2 U2 F2 B R2 B2 U2 F';2020-03-15 21:11:25;11.34
170;10.08;;D L' U' F2 R F' U2 R2 B' U2 B2 L2 U' F2 D' R2 U' L2 F2 U';2020-03-15 21:11:46;10.08
171;13.70;;B2 R2 D U' L2 D' R2 B2 D' R2 L D' F' R' B' L' F R B2;2020-03-15 21:12:05;13.70
172;11.47;;R2 F' R2 F' U' R F2 R L2 F2 R2 U' B2 U2 L2 D' L2 D2 R2 B';2020-03-15 21:12:28;11.47
173;12.14;;B2 L2 B2 L B2 R' D2 F2 R' D2 R' B' L' U' R' D2 L2 F2 L2 U;2020-03-15 21:15:37;12.14
174;13.27;;R2 F L2 B2 U2 B' U2 F' L2 D2 F2 U2 L U' F' R D U2 R' F U2;2020-03-15 21:16:00;13.27
175;11.61;;D R D2 B U' R2 U L F' D2 R' D2 B2 L' F2 L' U2 D2 L;2020-03-15 21:16:22;11.61
176;13.18;;L B L2 D2 R2 B2 D R2 U2 F2 L2 B2 L' B' D U' R B2 U' R;2020-03-15 21:16:43;13.18
177;12.24;;R2 B' R2 F' L2 D2 B' D2 R2 D2 L' F' U B U' L2 R' U' F' L;2020-03-15 21:17:04;12.24
178;11.34;;B' U2 F' U2 F2 U2 L2 B' L2 F' D2 U2 R F L2 D R F2 U2 F2 L;2020-03-15 21:17:27;11.34
179;15.01;;D' F' L2 R2 B U2 B D2 B2 L2 U2 F2 R U B' L U R' F U';2020-03-15 21:17:48;15.01
180;13.83;;F2 D2 R D2 B2 L D2 L2 D2 F2 D2 R' U B2 U R2 B' F' R' D U';2020-03-15 21:18:33;13.83
181;11.03;;L' F' D2 B2 U2 R2 U2 B' R2 U2 R2 D2 L' U' R2 U' L D F;2020-03-15 21:19:31;11.03
182;16.58;;L2 B2 R F2 U F2 U F U2 F2 U2 L2 F2 R2 F L2 F' D2 U' R2;2020-03-15 21:20:19;16.58
183;10.28;;F' L D F2 L2 F2 D L2 B2 D R2 U R2 U F' R F' R' B' R' U;2020-03-15 21:20:47;10.28
184;10.05;;R2 F2 L U2 L2 B2 D2 F2 R2 U2 R D U' F' R' U L2 B' L U' B;2020-03-15 21:21:08;10.05
185;9.90;;L U2 D F2 L2 F' L' F2 D B2 U D2 R2 U D2 F2 U' R2 B' U2;2020-03-15 21:21:28;9.90
186;12.69;;F' D' R U L B2 U2 L B' D2 B2 U L2 U2 R2 U R2 D' R2;2020-03-15 21:21:53;12.69
187;12.12;;R' D L2 F2 D R2 U' B2 D F2 U2 F2 L2 F' L' R' U' B' U2 B D';2020-03-15 21:42:05;12.12
188;10.54;;L' U2 F D2 L2 D2 B D2 R2 B' L2 F2 U2 L' D2 L D B' R F D2;2020-03-16 13:00:43;10.54
189;11.09;;R D2 F' U2 R2 B' R2 F2 D2 L2 B2 D R F U2 F2 R' F2 R2;2020-03-16 13:01:21;11.09
190;10.23;;D2 F2 U F2 R2 D F2 D' R2 F2 U R B' U B' D B' R2 B2 L2;2020-03-16 13:01:42;10.23
191;10.08;;B R' L2 F L' F R U F2 D2 B2 R F2 R' D2 R L2 D2 L2 U';2020-03-16 13:02:27;10.08
192;14.58;;F' D' R B' R' U B D2 R L2 B L2 F' L2 D2 B D2 F' R2 D2;2020-03-16 13:02:46;14.58
193;14.76;;L F R2 U2 D' R B2 U L B L2 F R2 F R2 B L2 B2 U2 R2;2020-03-16 13:03:45;14.76
194;14.73;;B2 D2 L2 B2 U' R2 D L2 F2 U L' R D' F' U R D2 B U' F';2020-03-16 13:04:08;14.73
195;12.89;;R B' L F2 L2 U2 F2 R U2 L B2 D2 L' U' R F2 L' F U' B;2020-03-16 13:04:35;12.89
196;12.73;;B2 L2 R2 U' F2 L2 R2 F2 D F2 L' B' R F2 L2 B2 F' D' B R';2020-03-16 13:04:57;12.73
197;10.14;;L D' L2 F2 R2 F2 U' D2 B2 D2 F' R2 D2 F L2 U2 B D2 U;2020-03-16 13:05:20;10.14
198;12.80;;R D2 L2 B2 F2 U' F2 L2 D' L' F2 L B L R U F U2;2020-03-16 13:05:39;12.80
199;7.37;;L B2 D2 B2 D L2 B2 D L2 U2 L2 R2 F2 L U' R2 B' L U2 F2 D2;2020-03-16 13:06:01;7.37
200;9.42;;D B L2 F R2 U2 F L2 U2 F' D2 F' L' R B R' U' L2 R F' R2;2020-03-16 13:06:19;9.42
201;9.15;;D2 R2 D' U' F2 L2 R2 D B2 F2 U' B' D2 U' R2 D' L' B' L2 U R;2020-03-16 13:06:45;9.15
